user_id,region,country,device_type,plan_tier,tenure_months,watch_hours_1m,watch_hours_3m,watch_hours_6m,sessions_1m,sessions_3m,sessions_6m,days_since_last_stream,completion_rate_pct,binge_watch_flag,buffering_events_30d,avg_stream_quality,app_rating,monthly_fee,payment_failures_30d,support_tickets_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
OTT_997,LATAM,IN,SmartTV,Standard,46,3.3460576642671622,119.1854403296875,36.215936090551786,18,53,106,1,60.29081085512999,0,3,2.632352060070697,2,18.99,1,0,1,1,1,927.0086025382226,79.758
OTT_998,NA,US,Web,Basic,8,29.78477347612298,53.32632302227891,101.78919790061204,12,38,80,46,40.51994844277482,1,0,3.165338817669746,4,18.99,1,0,0,0,1,140.3064390929914,79.758
OTT_999,LATAM,DE,Web,Premium,22,9.94119210923188,76.50250313625878,104.67160475009258,20,34,100,9,60.05032184351691,1,0,3.189062772799294,1,18.99,0,0,1,0,0,362.69544984687934,113.94
OTT_1000,APAC,US,Mobile,Standard,11,2.2099000558811257,57.62816446346923,91.0328776289787,15,45,79,42,43.84854751024774,0,0,3.299343394065291,2,12.99,0,0,0,0,1,139.59095624123358,54.55799999999999
OTT_1001,EU,UK,SmartTV,Basic,58,9.047821661112417,84.38877589400832,137.74490751076482,15,41,110,46,54.353254814631015,0,3,3.8589756903733066,4,12.99,0,1,1,0,0,827.9692321979004,77.94
OTT_1002,LATAM,US,Web,Premium,1,21.01891447314226,124.76689094649835,89.94343163882118,10,38,101,37,74.62174593419215,0,2,3.3465395444388966,5,7.99,1,1,1,1,1,8.002864143174861,33.558
OTT_1003,APAC,DE,Mobile,Basic,11,28.587350395552704,43.54495686523287,204.94009755867862,14,39,71,28,69.7267266707847,1,3,3.642366413466406,5,7.99,0,0,1,0,1,90.30625825032763,33.558
OTT_1004,NA,US,Web,Premium,12,18.92095228347599,33.727220167329975,182.33312463230192,14,57,99,13,91.61257675468374,1,0,4.546982979779306,4,18.99,0,1,0,0,1,207.32383081669943,79.758
OTT_1005,LATAM,UK,Mobile,Premium,69,2.726832388454567,40.534895122880755,74.2542259931171,20,45,87,0,65.22168412896819,0,3,3.5373315315023373,5,12.99,0,0,0,0,0,899.1650795123746,77.94
OTT_1006,APAC,US,SmartTV,Standard,46,24.38957429511637,53.43226298707,107.46557195789237,15,43,75,36,59.029275752050545,0,1,4.732245476091002,4,12.99,0,1,1,0,1,637.0605626388304,54.55799999999999
OTT_1007,EU,BR,Mobile,Premium,15,4.085821365304848,50.81040013369424,145.76585453713352,16,40,83,23,87.32863928497885,0,2,3.2507645451393774,4,18.99,0,0,0,0,0,318.4383435605239,113.94
OTT_1008,NA,UK,Mobile,Basic,49,15.651878944759368,96.19341021835463,58.01162978216976,22,42,110,48,60.41313943684921,1,2,3.4531678690723564,3,7.99,0,3,1,0,0,346.35993693496874,47.94
OTT_1009,NA,UK,Mobile,Basic,5,0.4346708177416169,29.730958590692328,215.14011684624847,9,46,73,26,59.29569165865432,1,4,4.139686609601222,2,12.99,0,1,1,0,0,57.73937641986649,77.94
OTT_1010,LATAM,UK,SmartTV,Standard,44,12.527503514253775,21.198436978964423,30.344986997230123,21,39,85,26,80.58148016960104,0,1,3.8679793601734582,2,12.99,1,1,0,0,1,582.8041510605149,54.55799999999999
OTT_1011,LATAM,US,Web,Basic,3,12.989975971802188,9.914332659517044,94.57693609055534,13,46,83,55,43.253739145528414,1,1,3.4094376160411834,5,18.99,0,1,1,0,1,58.73709506823064,79.758
OTT_1012,NA,IN,Mobile,Basic,19,15.604832696208346,54.903359175032726,307.13044900290845,18,36,72,21,89.64370824131265,0,0,3.9427044744932798,2,18.99,0,0,0,0,1,388.99538614005223,79.758
OTT_1013,APAC,DE,SmartTV,Standard,71,12.804012617091498,12.879446851902342,95.34361907165886,12,54,95,22,74.99670344733241,1,3,4.638434243567673,3,18.99,1,2,0,0,0,1197.2265924595015,113.94
OTT_1014,NA,DE,Web,Standard,8,14.73186221012186,82.37460997883792,92.77220398053522,12,39,88,40,98.37141398382246,0,3,4.258632214733944,4,7.99,0,0,0,0,1,60.4742662293405,33.558
OTT_1015,LATAM,US,Mobile,Standard,61,11.36764062864313,31.783954609115955,410.4655078031248,11,47,79,53,75.62320827868157,1,3,2.95131952292989,4,18.99,0,0,1,0,0,1233.4591753987436,113.94
OTT_1016,EU,BR,Web,Premium,16,16.612520293309768,30.570040762529185,99.74779526716407,14,31,89,22,70.74552945963198,0,2,4.532727087163334,5,7.99,0,1,1,0,1,130.1217729044966,33.558
OTT_1017,APAC,DE,Web,Basic,62,15.930125600021874,61.97413360257756,217.6782392543892,18,45,92,42,79.18355314211401,0,2,4.85159248605499,1,18.99,1,1,0,1,1,1277.0255910756566,79.758
OTT_1018,NA,US,Web,Standard,15,27.925540414366576,24.88057419851127,109.76030733836929,17,52,70,12,83.18658718462547,0,2,4.403734502622984,3,7.99,0,1,0,0,0,108.965090816289,47.94
OTT_1019,APAC,US,Mobile,Standard,57,5.210504224120842,43.86177483713611,88.67622511778376,12,51,86,49,51.86253920538881,0,0,3.827017232776693,1,7.99,0,1,0,1,1,444.6694534933143,33.558
OTT_1020,APAC,BR,Web,Standard,47,19.12174926518589,39.0722557869595,76.87346993773505,11,27,95,36,88.4367114273832,0,3,3.468661400108862,4,18.99,0,0,0,0,1,798.8529170925059,79.758
OTT_1021,NA,BR,Web,Basic,24,15.719086591107853,21.16423721416664,150.20337397686177,8,43,99,28,82.12629562316992,0,4,4.204693690049357,5,7.99,1,1,1,0,1,163.39973470626776,33.558
OTT_1022,NA,US,Mobile,Standard,68,26.401591322694422,5.2485957145768065,180.77269203253678,16,38,85,50,69.08233113698043,0,2,4.940417626063042,1,12.99,0,2,0,1,0,837.9323794789697,77.94
OTT_1023,EU,UK,Mobile,Basic,23,74.10359078517958,82.79386834862422,127.14576758132354,10,50,94,48,44.508987393566585,0,3,2.6846362590215627,2,18.99,0,0,1,0,0,467.32567886094756,113.94
OTT_1024,EU,UK,SmartTV,Basic,59,17.450777756082793,42.43497802470588,85.17047844881631,20,52,92,52,42.740950530645335,1,0,4.187702850275134,5,7.99,0,1,0,0,0,472.2995666861556,47.94
OTT_1025,EU,US,Web,Standard,67,31.45017875200201,18.924443389890246,61.37379700835634,20,43,85,26,93.1796894913999,0,4,3.043397122655679,5,18.99,0,2,0,1,1,1408.8480722848337,79.758
OTT_1026,APAC,DE,Mobile,Basic,75,4.303148151587672,64.95941036041941,59.18190940204882,20,41,96,15,51.86828075800822,1,3,4.132930214037121,2,7.99,0,2,0,1,1,598.6231084090574,33.558
OTT_1027,LATAM,IN,Web,Basic,1,10.243783613438627,16.795209898489315,107.30700360978321,17,50,104,50,74.55932031616143,0,2,3.3393827197868844,5,12.99,0,0,0,0,1,11.663533619858313,54.55799999999999
OTT_1028,LATAM,DE,SmartTV,Basic,12,25.118801625014484,79.12886050300555,228.29575422880384,15,54,90,23,43.80071938037983,0,1,4.28411313867311,4,18.99,0,0,1,1,0,252.98711253429533,113.94
OTT_1029,APAC,BR,Web,Basic,32,3.8928061849249755,75.22424738011443,150.69012090456044,18,47,95,52,63.12313126556567,1,1,3.073784490942097,5,18.99,0,3,1,1,0,688.9258234618885,113.94
OTT_1030,NA,DE,Web,Premium,60,7.827248004171478,95.6486278698666,87.3772961822928,13,53,80,53,93.37776980638014,0,2,3.125546051002426,3,12.99,1,1,0,0,1,786.2453645595914,54.55799999999999
OTT_1031,APAC,BR,Web,Premium,60,21.149123009416133,25.82562405038609,125.66618734613726,24,46,94,25,72.43656314983537,0,0,2.9941918680306636,3,18.99,1,1,0,0,1,1120.3875770130646,79.758
OTT_1032,LATAM,DE,Web,Basic,72,10.444177875095818,36.20450885050421,165.6033052148901,11,30,102,9,72.84964040062715,0,1,3.5823465663482525,2,18.99,0,0,0,0,1,1173.7602904004684,79.758
OTT_1033,APAC,UK,SmartTV,Standard,10,16.321917686094608,26.333517417593065,128.32222914999338,21,48,94,36,97.1515695616045,0,1,2.6333927547865006,3,7.99,0,0,1,0,1,86.68452275220899,33.558
OTT_1034,LATAM,UK,SmartTV,Premium,47,20.470614580226624,98.64974299522217,85.06776471187294,11,45,90,28,57.54425344632239,0,1,4.875094839385384,5,7.99,1,3,0,0,1,400.10590996150853,33.558
OTT_1035,EU,IN,Web,Basic,72,35.03547654960763,16.313644025926557,113.58807197336185,17,40,71,6,72.72086860383217,0,2,4.09638261083332,4,7.99,0,1,0,0,0,569.2821898175256,47.94
OTT_1036,NA,IN,Mobile,Basic,43,25.202455821720136,30.102710923250726,223.60709809242525,11,39,92,38,50.78233570086961,1,3,4.075363071601446,5,7.99,0,2,1,1,0,364.3365163629643,47.94
OTT_1037,EU,UK,Web,Premium,36,1.426991791979146,20.399844820255655,71.0928953303096,11,39,103,35,79.81746272562995,1,0,4.661644071905567,3,12.99,0,2,0,0,1,454.81873756444537,54.55799999999999
OTT_1038,LATAM,DE,Web,Standard,45,19.465818727245974,39.67077145651619,34.48162177084923,16,48,82,56,57.04824917243264,0,0,2.7370036151771053,5,18.99,1,1,0,0,1,757.0422163144049,79.758
OTT_1039,LATAM,US,SmartTV,Standard,68,14.111311219174453,55.200984696643545,42.98237580430886,12,49,100,54,69.56776899749286,1,1,3.5263574977089815,3,12.99,0,0,1,0,1,862.6604354842301,54.55799999999999
OTT_1040,NA,US,Web,Standard,62,18.06974708348871,18.925309284354494,39.66957689339151,16,45,96,14,50.60254040307151,0,4,2.5774941538155343,5,7.99,0,1,0,0,0,483.60401611818975,47.94
OTT_1041,APAC,IN,Web,Standard,40,11.71570144273004,31.437530280408623,59.307047370775635,19,44,87,33,70.07591432538084,1,1,3.819612802404383,4,7.99,0,3,1,0,0,341.47036632127254,47.94
OTT_1042,NA,UK,Mobile,Basic,67,17.999232914225733,54.163595443964645,131.2916955838081,13,59,95,46,49.685922737803196,0,4,2.7199873755943593,2,18.99,0,0,1,0,1,1392.7291611535882,79.758
OTT_1043,NA,BR,SmartTV,Standard,51,17.07215764731361,49.827235400291386,38.086491924253565,14,44,84,26,66.58419149494517,0,1,4.453122054756657,3,7.99,1,1,1,0,0,353.9606708284966,47.94
OTT_1044,APAC,BR,SmartTV,Basic,25,5.037183289884263,43.8523770592837,123.819641922886,20,43,72,37,82.18926910880819,1,2,4.269442164671918,5,12.99,0,0,0,1,1,296.3719947285583,54.55799999999999
OTT_1045,LATAM,UK,SmartTV,Premium,58,17.6459697162838,15.117291519944704,72.62712128511527,16,46,84,8,85.80234683536638,1,0,3.0341956935302123,5,18.99,0,2,0,1,0,1196.640447603566,113.94
OTT_1046,LATAM,US,Mobile,Premium,28,8.061238759555799,12.275774010887199,152.4146026932018,11,38,97,53,92.08591800385355,0,3,2.733288476130961,3,7.99,0,1,0,0,0,205.34916496395246,47.94
OTT_1047,APAC,DE,SmartTV,Basic,9,18.426059644689573,6.390467096603546,69.92261533233295,11,34,97,41,91.52629248938167,0,1,2.550672028003862,3,7.99,0,3,0,0,0,65.01485697505547,47.94
OTT_1048,EU,IN,Mobile,Standard,32,27.73402420521333,41.78179144951003,244.77745055336356,21,45,101,15,62.2377209180578,1,2,4.730405083085437,2,18.99,0,0,1,0,0,606.6604524543834,113.94
OTT_1049,APAC,IN,Web,Premium,52,17.320711236162303,29.210386868471314,144.36349905911644,18,47,89,58,40.85634379388702,1,3,3.9611610428260855,4,18.99,1,1,0,0,0,918.4046652117473,113.94
OTT_1050,LATAM,US,Mobile,Basic,21,4.251094860445226,35.41659119026908,64.7221652417039,11,39,96,48,70.72268393749015,0,5,3.201791716699111,2,7.99,0,1,1,0,0,192.71254791471793,47.94
OTT_1051,APAC,US,Web,Standard,29,21.33077841752346,45.07962381738503,58.665989597032606,14,44,94,25,49.6641731588616,1,1,3.411947039991734,2,12.99,0,3,1,0,1,423.6730083899353,54.55799999999999
OTT_1052,EU,DE,Mobile,Basic,5,24.16516295580834,137.29275618840762,92.86320131561658,20,40,91,31,89.28031592499187,1,5,3.652436711518757,4,18.99,1,3,1,0,1,101.508870661563,79.758
OTT_1053,NA,UK,Web,Basic,5,2.5667986548531108,8.570184210534535,192.90554336395812,10,47,89,27,79.2340590917259,1,1,2.5484688949366023,1,18.99,0,1,0,0,1,91.97972093679716,79.758
OTT_1054,LATAM,UK,Web,Premium,69,37.75620003794127,53.12871713445625,85.93353798037097,16,42,84,39,91.30393771205411,0,4,4.3158154438676135,4,7.99,0,3,1,0,0,607.0655285233616,47.94
OTT_1055,LATAM,IN,SmartTV,Premium,74,21.09306633553784,70.87628925329986,114.12021544582285,21,46,79,42,47.65820168269119,1,0,3.6323948117506006,5,12.99,0,1,1,0,1,854.4272311139691,54.55799999999999
OTT_1056,LATAM,UK,SmartTV,Standard,69,14.550736751806186,95.23705062139115,99.27189106400157,13,35,76,54,94.86893940700675,0,2,2.8494312823255403,3,12.99,0,3,0,0,0,874.4268067891476,77.94
OTT_1057,APAC,UK,Web,Standard,47,26.619525012698002,31.446036096004914,164.8566880405357,26,39,85,13,95.02031158358352,0,2,3.9044868095699847,1,12.99,0,1,0,1,0,574.0078679996767,77.94
OTT_1058,NA,IN,Web,Standard,71,17.548108379555824,75.5054794715791,34.028989939283825,12,29,93,54,68.66242680556414,1,2,3.3076404021379737,3,18.99,0,0,1,0,1,1545.3863308980874,79.758
OTT_1059,APAC,US,SmartTV,Standard,80,10.489444127430623,72.36551003682692,117.91156843312842,14,46,107,43,91.41593842268725,0,6,2.5684684348525435,4,7.99,2,0,0,0,1,544.4030054702224,33.558
OTT_1060,EU,IN,SmartTV,Basic,30,23.892791530424645,66.88705498084765,160.91703372176931,16,43,73,37,71.56723438110421,1,2,4.714190922909825,5,12.99,0,0,1,1,0,403.87912922157835,77.94
OTT_1061,LATAM,DE,Web,Basic,41,9.30818817115297,25.77604403799387,147.77557199679424,10,34,97,18,77.5234706978879,0,4,3.498411228999953,4,18.99,0,1,0,0,1,790.8825661476036,79.758
OTT_1062,LATAM,DE,Mobile,Standard,27,18.499491381788356,45.067212068156444,124.27138800529328,19,48,78,52,45.43670598979389,0,1,4.249219921828216,4,12.99,0,1,0,0,1,307.5130749867865,54.55799999999999
OTT_1063,EU,BR,Web,Basic,23,20.112199395458052,30.059430013573863,106.67994389363696,10,42,99,36,52.27253153803318,0,1,4.68098434238121,4,12.99,0,1,1,0,1,305.95229180904914,54.55799999999999
OTT_1064,APAC,UK,Web,Basic,59,1.8810061428274303,63.27004284889847,63.85141884559344,8,39,94,31,83.16627168361678,0,2,4.966100369891906,3,7.99,0,2,1,0,1,526.7238062368499,33.558
OTT_1065,EU,US,Mobile,Standard,60,5.8703153563694555,40.70272056476555,35.518958887271246,17,44,98,44,48.26627716434697,0,1,4.705560923975643,1,18.99,0,2,0,1,1,1143.1080070451928,79.758
OTT_1066,NA,UK,Mobile,Standard,18,5.3429675795325,41.8612857795675,311.5464759254315,18,50,75,54,49.99007997919726,1,1,3.8958845268369124,1,7.99,0,0,1,0,1,140.37743168909702,33.558
OTT_1067,APAC,BR,Mobile,Standard,58,23.139669524283054,37.39607204294676,88.384008639178,12,45,84,53,90.24488780800777,0,3,2.653922125310864,2,7.99,0,1,0,1,0,433.39100648073827,47.94
OTT_1068,LATAM,US,Web,Basic,5,4.684051536831222,25.558725070314313,48.551719833009514,10,50,100,16,49.1701612225239,0,1,2.8247970892034275,5,7.99,0,2,1,0,0,38.67319833932303,47.94
OTT_1069,NA,DE,SmartTV,Standard,62,25.04514052283847,12.956660536798498,115.22096865907302,16,43,72,3,77.15168079522678,0,3,3.0225886230426617,4,18.99,0,0,1,0,1,1105.9389761361647,79.758
OTT_1070,LATAM,US,SmartTV,Premium,78,18.865974918315647,57.847964507229776,159.17065741274357,11,47,83,12,94.0786750380995,0,1,3.7357599058568836,2,12.99,0,2,1,1,1,900.7534594588727,54.55799999999999
OTT_1071,NA,BR,Web,Basic,11,12.395058398850399,32.01869439622877,263.253108976618,18,46,102,1,41.55508614879332,1,1,2.5503364886053914,4,18.99,0,1,0,0,1,184.2132171364665,79.758
OTT_1072,LATAM,UK,SmartTV,Premium,15,78.61313348492746,24.22929206328575,50.37872941632584,12,47,95,37,50.176351096929835,0,1,3.704668213981625,3,7.99,0,2,0,0,1,136.0465222010167,33.558
OTT_1073,NA,IN,SmartTV,Standard,52,6.639946578005027,63.3876828381226,84.64489439055933,12,50,96,8,64.00566752275367,0,1,3.4480108867360677,5,12.99,1,1,1,1,1,616.894902806283,54.55799999999999
OTT_1074,NA,DE,Mobile,Premium,35,28.86418186934595,23.786762409117035,268.65373202122737,14,39,99,39,63.438407526636354,1,2,3.2699836174260573,2,12.99,0,0,0,0,1,448.31769849578757,54.55799999999999
OTT_1075,EU,IN,Mobile,Standard,27,8.63705518467112,31.713344931066715,142.92360970226804,19,53,100,46,40.047043706093895,1,4,4.491170218710616,1,12.99,0,1,0,1,0,402.5190545058172,77.94
OTT_1076,APAC,BR,SmartTV,Basic,31,10.75798068598777,47.63970808872572,114.24765936829283,13,42,78,18,87.97876121440996,1,1,3.028954251089916,4,18.99,0,0,0,1,0,599.8410333663423,113.94
OTT_1077,LATAM,BR,Web,Premium,43,6.259428973993666,39.34815945521415,126.13030430673015,19,35,112,58,89.68325356071682,0,1,2.530368175502977,4,18.99,1,0,0,0,0,789.3035733620486,113.94
OTT_1078,APAC,BR,SmartTV,Standard,40,50.90004333188189,56.15911235188227,101.20882156497575,12,41,84,11,75.10959318264698,1,1,3.963946559918714,4,7.99,0,0,1,0,1,301.09329727785456,33.558
OTT_1079,EU,UK,Mobile,Standard,33,4.5828955583346795,75.89681081734246,188.84896311010803,12,47,89,47,85.60706965654867,0,3,2.900301322570117,3,18.99,0,0,1,0,1,566.1052605689819,79.758
OTT_1080,EU,IN,Mobile,Standard,59,33.320486700017625,58.43860182543968,84.04119185472746,13,46,79,12,48.56982755583137,0,0,3.8369371234689593,3,12.99,0,0,0,1,0,655.730749066175,77.94
OTT_1081,EU,IN,Mobile,Standard,1,3.990005028181098,58.084725684579475,105.11461732077181,14,47,91,47,93.89875336913805,1,2,3.9304564683189382,5,18.99,0,0,1,0,1,18.582100787803864,79.758
OTT_1082,LATAM,DE,SmartTV,Standard,31,43.30390020596445,57.680283410316825,64.6767580554228,22,50,96,41,64.14121831312414,0,2,2.558937827586126,3,7.99,0,0,1,0,0,212.05019943025474,47.94
OTT_1083,APAC,US,SmartTV,Standard,19,10.712455976170672,43.411508324717516,215.60893179570147,16,49,77,12,68.24397612118189,0,2,4.037337462792556,5,7.99,0,2,0,0,0,149.5429742206139,47.94
OTT_1084,APAC,BR,SmartTV,Premium,13,15.832130221957675,19.634575772435053,128.25336456961122,11,45,88,10,95.94338455860793,0,1,4.7703111146378845,4,12.99,0,1,1,0,0,177.89059763494728,77.94
OTT_1085,EU,UK,Mobile,Premium,57,40.14797690079089,67.26505754992434,101.07147947737856,23,38,100,51,99.94264387175242,0,1,4.293207193985012,4,12.99,0,2,0,0,1,707.4655301239326,54.55799999999999
OTT_1086,APAC,UK,Web,Standard,63,18.11333734050197,41.4821400556634,44.562258100540184,18,42,94,34,62.41814334295462,1,5,3.0619424219502527,4,7.99,0,1,1,0,0,493.9679077299314,47.94
OTT_1087,NA,IN,Mobile,Standard,15,11.906485084377135,58.649943100203856,299.25025775326554,15,36,104,58,65.57801044786919,1,1,2.88970640137518,4,12.99,0,2,0,0,1,202.99756291393805,54.55799999999999
OTT_1088,EU,BR,Web,Basic,61,29.7941559840768,96.51448519516865,189.16241940446966,15,42,94,43,76.163090382262,1,4,3.774315196342095,2,7.99,1,2,1,0,1,545.1137489419318,33.558
OTT_1089,LATAM,IN,Mobile,Basic,79,8.91143443330537,49.92613813204906,81.15283707203972,17,41,107,24,73.22332221778049,0,0,3.445663661200562,2,12.99,0,1,0,1,1,1038.824145789458,54.55799999999999
OTT_1090,EU,UK,Web,Basic,63,13.469786280368039,83.2650832175037,74.10066965811151,15,36,102,19,58.6616539398013,0,2,2.887953577101259,5,18.99,0,1,1,1,1,1267.4741893883827,79.758
OTT_1091,LATAM,US,Web,Basic,83,17.73296813439254,30.71857343123821,75.75213001834581,20,41,88,27,42.47484037378354,1,4,4.884521674520694,4,12.99,0,2,0,0,1,1200.1672440057089,54.55799999999999
OTT_1092,LATAM,BR,Web,Premium,74,19.76435922248559,30.396741580292254,80.2335440135015,15,35,92,6,68.74340201240992,0,0,3.4013445223580394,3,7.99,0,0,0,0,1,518.5993067815672,33.558
OTT_1093,NA,US,Web,Standard,74,2.7797764985596576,90.23095334161944,157.94776040404093,14,41,88,16,61.84510330779029,0,1,4.766600164709567,4,7.99,0,1,1,0,0,603.6430900027519,47.94
OTT_1094,APAC,US,SmartTV,Premium,12,1.3936151783087534,28.18109529101759,214.68542583421942,12,53,101,33,80.30794271904415,0,2,2.840490054894146,3,18.99,0,1,0,0,1,198.90729708992723,79.758
OTT_1095,NA,BR,Mobile,Premium,27,10.572209000198995,53.8636172280284,126.55050568558104,11,53,111,6,70.55684737080868,0,2,3.0869576936258922,4,7.99,0,1,1,1,1,206.96860746363578,33.558
OTT_1096,NA,BR,Mobile,Standard,41,27.377741781471197,53.291080091143755,75.48724635783303,9,38,77,28,85.99630486546559,1,0,4.60793129967197,5,7.99,0,0,0,1,0,318.3800185636322,47.94
OTT_1097,APAC,IN,Mobile,Standard,4,50.927055569620585,103.51753604967391,119.01940180107766,14,34,92,30,95.12997501124468,0,1,3.3110738927369097,1,12.99,0,0,1,0,1,46.37741963989788,54.55799999999999
OTT_1098,EU,IN,SmartTV,Basic,24,0.5764999762493377,63.64843822274151,143.37045382878398,13,50,91,9,47.2417997625673,0,1,2.9817567167815944,4,12.99,0,0,0,0,1,302.1924701050921,54.55799999999999
OTT_1099,LATAM,BR,SmartTV,Basic,21,41.366493823292274,75.72800921034718,119.62303807162678,21,44,83,20,54.148650567092496,0,2,4.032987982724696,5,18.99,0,0,0,0,1,413.3531453964905,79.758
OTT_1100,LATAM,UK,SmartTV,Basic,77,33.76772660434331,96.32088858865498,69.64853308051202,13,50,93,49,85.22931993274784,0,4,4.762032475500753,3,12.99,0,2,0,1,1,1079.86319094321,54.55799999999999
OTT_1101,NA,DE,Web,Basic,82,7.728592239790617,14.110322738756027,130.09548560349884,14,49,105,19,86.13854803778578,0,0,3.2636939278197596,2,12.99,0,1,0,0,1,1215.3816015784503,54.55799999999999
OTT_1102,NA,DE,Web,Standard,74,10.007724741166033,72.50655865636048,40.89780334902274,15,52,80,53,46.78685988443784,0,0,2.5863794111249128,1,7.99,0,1,1,0,0,573.4365160452455,47.94
OTT_1103,APAC,UK,Mobile,Standard,48,12.896277603969956,44.704963528811085,117.93730940028063,14,46,86,13,97.61853499387027,1,1,4.404467355792272,3,12.99,0,0,0,1,1,566.1947322220863,54.55799999999999
OTT_1104,LATAM,IN,Mobile,Basic,19,83.02851933260663,34.48969425506622,111.21292393403681,12,34,101,8,52.29766203295147,0,1,3.74286113807739,4,7.99,0,2,0,0,0,158.69723112459167,47.94
OTT_1105,LATAM,BR,SmartTV,Basic,17,27.52846128331548,14.775602670566494,183.940795128189,14,41,96,12,78.86041646870808,0,2,4.342500629280462,4,18.99,0,1,1,1,1,336.2645411783612,79.758
OTT_1106,NA,IN,SmartTV,Basic,60,6.089622288059564,34.7328304894635,56.2973144476438,16,50,99,43,77.57906112025768,0,3,2.6413010524636515,2,12.99,1,2,1,0,1,787.1678312814738,54.55799999999999
OTT_1107,LATAM,BR,SmartTV,Standard,27,28.017148002681903,19.042806787850246,85.62477109824343,16,27,82,40,86.90227878119272,0,3,3.913434402677291,5,7.99,0,3,1,0,0,230.12415753497046,47.94
OTT_1108,NA,US,SmartTV,Standard,65,9.248923823825908,39.656916787417046,157.89021142487823,16,35,82,12,53.573188809341964,0,2,4.006844570028673,5,18.99,0,1,1,0,1,1326.0869243842649,79.758
OTT_1109,LATAM,UK,Mobile,Basic,59,33.002786575990555,24.764768914818493,177.0143059005145,17,51,85,13,41.69378994056052,0,4,4.68910083461971,5,7.99,0,2,1,0,1,499.87002445548455,33.558
OTT_1110,EU,DE,Web,Basic,17,15.722390727613266,36.14175713282103,60.54770023663395,18,38,88,5,49.13371608802258,1,0,3.148639164360434,5,7.99,0,0,1,0,1,117.11249116533288,33.558
OTT_1111,LATAM,IN,Web,Basic,19,30.635170484746993,93.90670392019159,133.68204897367127,18,42,97,40,54.97153928030666,0,0,3.0265383605147744,3,18.99,0,0,1,0,1,310.42825163201115,79.758
OTT_1112,EU,BR,Web,Basic,78,13.460959913194904,38.31320401820423,94.85462335614741,17,46,79,57,51.6459054256128,0,3,3.4021453570019897,5,12.99,1,0,0,0,0,872.563158710086,77.94
OTT_1113,NA,UK,Mobile,Basic,62,22.51110082247915,51.766643209009054,48.989896417479606,11,48,79,3,67.29850767076235,1,1,3.7665311452862724,4,18.99,0,0,1,0,0,1306.8521759898515,113.94
OTT_1114,APAC,IN,Mobile,Standard,67,9.366722078885136,34.619348822961264,59.293083573389126,22,43,79,17,78.68189662167305,0,0,4.553075798887243,5,12.99,1,0,0,0,1,974.6720915995107,54.55799999999999
OTT_1115,APAC,IN,Mobile,Standard,45,41.06734139914799,95.50517662453531,369.8712354080081,15,48,97,46,91.30400458143228,1,1,4.386288567637976,3,12.99,1,3,0,0,1,519.6003393868417,54.55799999999999
OTT_1116,APAC,US,SmartTV,Basic,33,33.407466303075054,46.20686871004217,87.56776339604545,13,35,102,46,43.32478667725849,1,2,4.500250278400636,3,12.99,0,0,1,0,0,387.98697257905167,77.94
OTT_1117,EU,UK,SmartTV,Standard,22,29.035693800212933,86.57867378619889,50.81946179939457,15,47,86,53,82.96909673847864,0,2,3.6403392876428176,1,7.99,0,0,0,1,0,186.67322180253493,47.94
OTT_1118,EU,IN,SmartTV,Basic,25,6.088152110840982,81.72457184241289,70.09039466622352,20,46,95,40,69.15886352943173,1,3,3.562563999594494,4,18.99,0,0,0,1,1,445.614385830938,79.758
OTT_1119,EU,US,Mobile,Premium,43,29.43206724036182,31.421277430798483,135.38739335954904,11,44,88,5,98.36686419225326,0,5,2.828081270100754,5,12.99,1,1,0,1,1,570.7152416420827,54.55799999999999
OTT_1120,EU,UK,SmartTV,Standard,18,36.433477717124106,26.656968685352076,35.90735375087788,15,50,83,50,61.17626958275828,0,2,4.924034971729798,2,7.99,0,0,0,0,1,127.03739412994884,33.558
OTT_1121,NA,BR,Mobile,Premium,62,18.410858118989736,26.193750392889836,171.44580867312217,20,42,87,49,85.85908000319193,1,3,4.0050155963607175,2,18.99,1,2,1,0,1,1344.3275431640775,79.758
OTT_1122,NA,UK,Mobile,Basic,81,17.05071577092555,15.871873950080763,85.87991324343844,11,39,87,31,43.73850178302995,1,1,2.776528939145571,4,12.99,0,1,1,0,1,989.7532356470834,54.55799999999999
OTT_1123,LATAM,BR,Mobile,Premium,66,19.606625392352942,79.2373510528443,132.29222256542195,12,40,97,10,44.60824490000366,1,4,4.572736724107187,5,12.99,1,2,0,0,1,748.7187393809926,54.55799999999999
OTT_1124,EU,BR,SmartTV,Basic,1,36.80408988342485,12.576713126302023,209.09425699506988,14,58,91,41,69.92868500033636,1,3,4.890284307617097,4,12.99,0,2,0,1,0,14.00142540032982,77.94
OTT_1125,NA,US,Web,Basic,21,11.042868520371325,16.851481104987293,139.4305307874191,12,61,92,5,82.33284805534821,1,2,2.5149463453206407,1,12.99,1,2,0,0,1,257.0330498252514,54.55799999999999
OTT_1126,EU,UK,Web,Premium,23,12.987186232582296,47.83977266948158,70.78341925023865,14,43,90,2,40.180325717257894,0,2,3.3775621124772846,5,18.99,0,0,0,0,1,449.80110829228937,79.758
