customer_id,region_type,network_type,plan_type,tenure_months,data_gb_1m,data_gb_3m,data_gb_6m,call_minutes_1m,call_minutes_3m,call_minutes_6m,calls_per_day_avg,sms_count_1m,sms_count_3m,sms_count_6m,avg_call_drop_rate,last_network_issue_days_ago,csat_score,monthly_revenue,bill_shock_flag,payment_failures_30d,support_calls_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
TEL_1804,Urban,5G,Postpaid,117,21.282332792547216,79.91021850652393,64.55146444271743,158.3129431743886,493.87335695698283,1172.8912456070075,0.6599568057591494,45,141,292,4.405872396908779,53,3,45,1,0,1,0,0,0,4418.947942836567,270.0
TEL_1805,Suburban,5G,Prepaid,10,9.117114044297008,55.72203827511491,72.52886927301371,144.5795610626024,452.864050669498,1048.4731986994275,7.294940182365254,47,154,299,1.8591026712659808,25,4,30,0,0,1,0,1,0,346.6672385560681,180.0
TEL_1806,Rural,4G,Prepaid,38,12.65858381727693,34.86728614510413,161.6413439410823,238.3244440070839,968.249719263123,1487.7684871000895,11.195976712073263,41,147,278,2.081849435739799,9,2,30,0,0,0,1,1,1,1101.8731960063622,117.0
TEL_1807,Suburban,4G,Postpaid,109,11.951045459035385,43.587373972228264,115.65070856236649,66.84573692010927,421.1001937738292,2354.118790535834,4.843436117398481,53,132,312,4.368167808722623,9,5,30,0,0,0,0,0,1,3232.8596491561,117.0
TEL_1808,Rural,5G,Prepaid,30,9.795867846636293,76.80026777159549,29.863805044724565,399.04455773660413,1193.9507444612843,743.4904988263595,3.0640578251272563,51,159,301,4.682418456679938,0,3,30,0,0,2,1,0,1,830.2737394790311,117.0
TEL_1809,Rural,5G,Prepaid,30,17.32763932055807,69.03324370453244,22.93880283916228,229.3667863188703,487.8784029641682,592.6456094499421,1.0998166678650068,38,140,286,0.19653315535018145,37,2,45,0,0,1,1,1,1,1466.5670729049618,175.5
TEL_1810,Suburban,4G,Prepaid,22,13.559630572285934,26.71590518874796,75.9897063730113,185.86515302498103,780.3217508064226,1676.0383945002409,10.24477767644705,44,153,265,3.435450345916628,48,2,30,0,1,0,0,0,0,584.5827656072884,180.0
TEL_1811,Suburban,5G,Prepaid,43,24.74141538153745,56.860583904637906,137.2336334756081,75.2908567361514,106.42396224032419,676.7216380929925,2.4331469617071377,53,140,259,2.037400819829602,9,4,30,0,0,2,0,0,0,1090.2442036504206,180.0
TEL_1812,Rural,4G,Prepaid,96,15.779793160156718,30.27047933318478,84.47050964178769,155.39406858373366,572.4474142365274,1421.2845867143533,6.674142269692569,44,138,281,2.3500243729520003,7,3,45,0,1,1,0,0,0,4161.159997369014,270.0
TEL_1813,Urban,5G,Postpaid,64,14.879521328988762,38.897312232583516,40.508312369115224,235.2647960734314,791.9126338188993,1802.972631134264,11.465699394113736,42,132,296,1.5169890364429368,28,5,30,0,0,3,1,0,1,1992.4791810488146,117.0
TEL_1814,Rural,4G,Postpaid,51,5.1932441195122685,55.40620244230615,38.4842128263953,79.9249748931155,888.8666241566812,1215.3494862517284,6.278014707909831,52,135,285,3.9080892738828155,5,3,45,1,0,2,0,0,1,2386.020979265149,175.5
TEL_1815,Urban,4G,Prepaid,93,6.493725852704153,36.618515870330384,82.3192213767057,494.4420828919734,193.2627613779126,1137.4867595097535,4.478814958264378,51,126,305,2.7369793394526014,40,5,30,0,0,1,0,0,1,2588.7418043590537,117.0
TEL_1816,Rural,4G,Postpaid,72,22.809114896540198,83.85327137046431,101.73053264638645,310.1285424416702,478.31439444003075,1363.9602927034548,3.1095634130629266,40,140,307,3.9709158137604983,35,1,30,0,0,0,0,0,1,1923.075067584251,117.0
TEL_1817,Rural,4G,Prepaid,68,6.317988096860821,92.44068003181168,77.9657276796908,113.56593685178098,588.9765103967648,799.9418946950801,3.4440729806987607,53,136,263,2.250991176337887,12,5,30,0,0,1,0,1,0,2310.298597195786,180.0
TEL_1818,Urban,4G,Prepaid,77,18.795583535939947,64.83139014869388,84.66798861926813,165.43836878746058,551.982499535544,279.5286108884676,2.469689955803389,39,146,261,0.2282825825342477,52,5,30,0,0,0,0,0,1,1999.2898146857826,117.0
TEL_1819,Urban,4G,Prepaid,64,12.57493242319342,9.183441787070878,73.30006802199114,234.65857266747435,215.59361081418572,363.1330342680782,3.2202281532959427,43,133,290,1.8994357944033617,32,5,30,0,1,0,0,0,1,1917.6663895143545,117.0
TEL_1820,Rural,4G,Postpaid,119,10.996746709081425,23.147189271610703,74.95899238821323,309.8858493300527,336.22353964828676,840.8474762677605,8.209150402893755,55,136,284,0.6935483292622063,36,5,30,0,1,2,0,0,0,2995.400225780177,180.0
TEL_1821,Rural,4G,Prepaid,12,8.29630998508884,6.63467072304571,59.74067629181393,149.88658704320244,599.5044443182686,335.3747973763941,11.44114563892482,45,152,287,2.922571337433886,31,2,45,0,0,0,0,1,0,439.0899219765389,270.0
TEL_1822,Suburban,4G,Postpaid,23,5.306040760881024,83.38410073329236,56.55892895542316,191.23608496790996,356.2216983215676,1236.3262791837906,6.40342260205631,50,143,277,2.4969459118964448,28,4,45,0,0,0,0,0,0,952.6123201831555,270.0
TEL_1823,Urban,5G,Prepaid,90,16.641669983174545,34.31895917086667,161.31272582759962,123.65487914988994,676.1650996979305,2212.643315130552,3.1602153415024596,52,134,270,1.0836931110536607,29,4,45,0,0,1,1,0,1,3730.4327585790015,175.5
TEL_1824,Urban,4G,Postpaid,89,12.542396189026599,28.65764473210655,58.48594519447105,352.0695590612761,264.0999267029324,1484.3345572827898,0.5893513946499161,29,139,303,4.802500441338756,38,4,45,0,0,5,0,0,1,3643.5215397594975,175.5
TEL_1825,Suburban,5G,Postpaid,8,6.751659981934894,78.85489922895714,86.51238417860884,170.49783570928153,511.27453926465614,1142.3883140355065,1.1376697103032183,43,136,276,2.2867598978995787,40,3,30,0,0,3,0,1,0,224.80638378236375,180.0
TEL_1826,Urban,5G,Postpaid,91,11.252230341609666,25.5005707869728,135.3399473461839,300.03121173895505,556.8633662551442,492.1255176969431,11.016751016598755,43,173,292,3.0119190686863044,20,4,45,0,0,2,0,1,1,4215.825556562716,175.5
TEL_1827,Suburban,4G,Prepaid,111,12.653707042181878,43.9550132873036,99.64949484212035,226.09603390023162,585.5820628020477,1133.0885065981738,10.85465105234045,44,134,264,4.806249022025566,29,1,30,0,0,0,0,0,1,3787.880403219757,117.0
TEL_1828,Urban,4G,Postpaid,49,16.013996568971855,59.76250049707352,87.42741494695251,180.0904185768235,85.51087720351708,1646.22265798173,4.20001264284128,38,139,268,3.2710002982667623,14,1,45,0,0,0,0,0,1,2525.3968969460147,175.5
TEL_1829,Urban,5G,Postpaid,105,36.391939044881035,22.797167135057844,175.5829513489785,47.43921426233757,993.9123336974438,1028.0397392868053,6.268949668369847,33,145,276,1.69545261096692,14,4,30,0,0,0,0,0,1,2530.022153213736,117.0
TEL_1830,Urban,4G,Postpaid,28,13.778142859148751,24.36528569091478,75.13068842337093,344.78369609460026,210.21043880892393,1275.3528886553665,4.84530726258249,36,147,279,4.673614081804628,53,3,30,0,1,2,0,1,1,976.7295587156589,117.0
TEL_1831,Suburban,4G,Prepaid,76,10.531688372403469,48.15389711823697,150.04049942971233,120.99020360126767,604.273429948247,1504.090327103646,7.649531290140828,41,130,273,1.4584095467190554,59,4,45,0,0,1,1,0,0,3393.4636525373285,270.0
TEL_1832,Urban,4G,Postpaid,93,17.889521225406003,26.604649191138876,109.18411458642323,138.33422903383237,99.28243365873823,1325.9299559397184,7.639563742202434,52,162,286,1.175718581666234,9,5,30,0,1,0,0,0,1,3005.9169295952083,117.0
TEL_1833,Suburban,4G,Postpaid,36,17.01800462064265,19.606923538389566,79.0746689616321,138.73569436286675,280.55283222543466,913.8804116515422,3.109436684399654,50,162,313,1.2737336264081351,24,5,45,0,0,2,0,0,0,1876.1570143622046,270.0
TEL_1834,Urban,5G,Postpaid,102,19.35793564989258,33.191919888171476,107.63611516937918,149.20336028559038,492.2158759753136,1274.3708164328996,7.9132158014935765,53,149,283,1.0122329419642,24,4,45,1,0,1,0,1,1,5201.896427645994,175.5
TEL_1835,Urban,4G,Prepaid,14,23.17883793453385,20.684793314541427,78.31683806918065,362.2445680728827,242.80196740597128,1513.137917827396,10.76435344606729,48,143,288,0.6222298618127964,15,4,30,0,0,3,1,0,1,418.4010923906778,117.0
TEL_1836,Urban,5G,Prepaid,87,20.31886363755948,87.20331411543475,113.55597279591261,179.00757689634347,200.01227725864229,380.9890093727067,0.6605314509910605,31,157,283,0.6385012200471524,9,5,45,0,0,1,0,0,1,3513.803880953713,175.5
TEL_1837,Rural,4G,Postpaid,10,24.82261267891569,9.960274492618522,38.47882278683527,89.6566310770251,839.7329655212247,590.2994855581367,10.506068669268277,41,130,259,3.4442985777822694,16,2,30,0,0,2,0,0,1,317.61195655316334,117.0
TEL_1838,Rural,5G,Prepaid,16,17.22645172066276,51.88818752603417,139.365816796251,239.12273100782645,208.40547228541004,2267.5505404357245,11.491574462644273,41,139,302,4.326269097594539,57,3,30,0,0,0,0,0,0,482.6816203870586,180.0
TEL_1839,Urban,5G,Prepaid,102,24.815394821763572,9.613324634180973,93.03042282658596,116.63310277214023,102.53112178148558,725.517237694189,8.371939588206088,45,128,276,1.97555837565769,1,4,30,0,0,0,0,0,1,3027.375373345484,117.0
TEL_1840,Urban,4G,Prepaid,60,33.07990541055719,59.21728937651713,45.469539653166066,108.92464356864043,250.4375637458933,1897.4494803718392,3.2289002246924694,40,143,282,0.4718200248225013,19,2,30,0,0,0,1,0,1,1847.2954411797389,117.0
TEL_1841,Rural,4G,Postpaid,8,18.085206238612077,38.77716566320699,89.8281500618806,108.47348359016831,300.9836423023954,1669.6546782200492,1.8237179025078625,53,144,259,3.7657046658567728,52,4,30,0,0,1,0,0,0,213.14154088960154,180.0
TEL_1842,Suburban,4G,Postpaid,112,38.58793177483009,40.73821684194618,62.07780595070088,189.27267494970926,436.47079307154405,223.3719143880765,6.707993915992349,34,138,267,4.0880472995494515,49,3,30,0,0,0,0,0,1,3897.715056036927,117.0
TEL_1843,Urban,4G,Postpaid,4,11.037122542993266,52.57800996162808,97.59998030494027,164.02267195760908,307.5691668189724,1035.1957946377947,8.40745993887722,43,118,245,3.705765415958015,22,3,45,1,1,0,0,0,1,177.0481331425706,175.5
TEL_1844,Urban,5G,Prepaid,82,20.09620133574834,52.360848458569734,62.998536642554726,43.547160768091935,159.9581944106249,1556.5864082118148,1.077357512476419,52,136,293,4.041385197304042,4,3,45,0,0,0,0,0,0,3638.9878130902143,270.0
TEL_1845,Rural,4G,Prepaid,115,9.267029939095451,43.50895264758522,122.01169450539884,161.87761277640254,196.73846412797909,1593.2464714917223,10.637022888288946,37,127,268,0.8035684581037844,5,4,30,0,0,0,0,0,0,3669.9236863794717,180.0
TEL_1846,Rural,4G,Prepaid,92,21.48678343907548,68.26768937261431,95.71877275441247,127.32498711480551,857.1598947984966,1914.8952593456129,2.880815204208101,47,166,255,4.440291153529942,43,1,30,0,0,0,0,0,0,2820.367863086855,180.0
TEL_1847,Urban,4G,Prepaid,119,13.62911463749883,63.62950125129081,111.87017355327252,107.80746648629966,294.1328224970972,2276.269476992511,11.045460747967198,52,142,272,0.3754851953490379,0,1,30,0,0,0,0,0,1,3787.9891641182353,117.0
TEL_1848,Rural,4G,Prepaid,88,21.22081070101183,49.21758840868755,69.48766554922855,217.2589994303596,682.1694449318784,1050.4970353698036,6.48475085713019,37,130,298,1.635805465547853,40,4,45,0,0,0,0,1,0,4736.514064655017,270.0
TEL_1849,Rural,4G,Prepaid,46,17.637462727477956,65.26466753242474,70.35723583413805,240.79191624658594,534.9618621513282,643.1851586788155,6.897247997152013,47,143,253,0.934080826867989,1,5,30,0,0,2,1,0,1,1128.53141028398,117.0
TEL_1850,Urban,4G,Prepaid,69,5.747919902994787,23.91056271809518,185.798556920365,172.41855365144474,367.68038324944337,729.1813122051029,0.7349389690506191,40,154,273,3.5719423763426352,8,3,45,0,0,0,0,0,1,3427.6165833595774,175.5
TEL_1851,Urban,4G,Prepaid,46,23.27862544907645,28.07553966446428,139.50463572488357,100.76877239201866,183.00702199765618,645.7411872301033,10.611155543886811,55,124,259,3.8091464317839256,34,5,30,1,0,0,0,0,1,1252.6178810983163,117.0
TEL_1852,Urban,4G,Prepaid,40,8.863569985329038,45.610506049824075,115.31724608914807,401.89196282856017,318.78328695687986,2258.0922478655775,9.8427275904111,44,129,272,1.4324007361053077,59,5,45,0,0,1,0,0,1,1539.0740019373009,175.5
TEL_1853,Urban,5G,Prepaid,26,8.294187529875579,32.9611417487274,85.54496869081954,482.2188196080084,132.9842965356447,1083.9894959121611,5.866461128794903,42,138,291,0.21970710229878954,38,5,30,0,0,0,0,0,0,859.54959039299,180.0
TEL_1854,Rural,5G,Postpaid,21,25.693633702385547,57.77140241363139,69.3038024123053,136.77756447000155,108.94590245140095,1321.8103415381079,3.093099438906477,37,137,296,3.7027444871165422,2,4,30,0,1,0,1,0,1,645.5266891938007,117.0
TEL_1855,Urban,4G,Postpaid,65,14.035443258218123,22.750755097702818,62.38711336911654,390.16595369815155,229.08230881878583,668.6113473142216,11.41234886786919,40,126,250,0.19082521952565712,57,3,30,0,0,0,1,0,1,1745.4502751515104,117.0
TEL_1856,Suburban,4G,Postpaid,73,13.290581399167305,30.18849911071392,18.689581422790553,44.93133370833114,339.80470784424506,1315.9147889962017,3.1884797568566245,47,162,265,1.3851342927361687,16,4,30,0,0,0,1,0,1,2443.7455470810496,117.0
TEL_1857,Rural,5G,Postpaid,91,14.072008382729964,78.08305005299249,86.10634515389839,211.71620672137016,727.890975728834,863.4539070855927,8.42225738365055,55,177,276,2.5863031009851123,15,5,30,0,0,0,0,0,1,2323.580761487402,117.0
TEL_1858,Urban,5G,Prepaid,95,15.858859501190121,37.73582697608364,59.94488341758008,130.54283330877652,134.48779197500536,1171.1302865785233,7.910293145838659,55,141,295,2.6318885560988194,3,3,45,0,0,1,1,0,1,5011.444152352297,175.5
TEL_1859,Suburban,5G,Postpaid,6,18.805534048021148,44.694809089234035,48.646528667702796,164.66619837014062,749.1222764157625,1273.595628876907,11.91976459709319,46,155,271,2.9988369446905483,51,2,30,0,0,1,0,0,0,161.5038946340285,180.0
TEL_1860,Rural,5G,Prepaid,92,10.931679681436856,10.885671739534777,53.074500377434376,114.83462399713875,567.730028604436,1452.1956054102616,10.280731851687186,42,131,267,4.068648680840962,59,1,30,0,0,0,1,0,1,2232.8859330664554,117.0
TEL_1861,Rural,5G,Prepaid,91,25.679305765233043,56.70654761800054,56.97824642850192,192.33431753154204,173.75912811025555,630.9026402549458,5.541710163443502,43,126,277,0.018250801717115128,2,5,30,0,0,0,0,0,1,2555.7049619331924,117.0
TEL_1862,Suburban,4G,Postpaid,62,7.578099411169436,39.11254758089129,175.8911105337015,195.31874805069296,483.96856151718544,1815.4187543982123,4.690640109188198,52,162,279,2.5860475989388543,1,3,30,0,1,1,1,0,0,1489.8182975653297,180.0
TEL_1863,Suburban,5G,Prepaid,82,8.082478977962532,65.68157400280779,65.90763024877818,178.6651647074798,223.03332163735755,1092.3376969075973,4.84710562139768,38,168,282,0.17609067537982304,4,4,45,0,0,2,0,1,1,3752.7329007177905,175.5
TEL_1864,Suburban,4G,Postpaid,85,14.970533010521203,35.06695758285859,31.350613290843896,325.42589229795095,667.2964037120291,571.8662039852276,2.5384597661727475,46,141,260,2.438486941263569,40,4,30,0,0,0,1,0,0,2185.8432757717824,180.0
TEL_1865,Urban,4G,Prepaid,113,17.167666661335453,66.76548041080135,54.24793528913061,187.44125892791322,262.2523347666788,962.4137097897825,10.782360118096895,52,152,297,3.307202500979454,23,3,45,0,1,0,0,0,1,4708.469247969779,175.5
TEL_1866,Urban,4G,Prepaid,27,18.655082208608004,11.677046054473227,83.25900111456414,102.9327049064902,371.1052392913283,999.1059898778533,10.512333429114559,39,125,255,2.0978419609646752,55,1,30,0,0,0,0,1,1,885.3788495378062,117.0
TEL_1867,Rural,4G,Prepaid,1,27.787763529341483,48.5536782622398,93.8535165638862,192.7974758440148,255.6719258117298,1048.246700013527,2.409050305380655,50,131,302,2.1927327759015283,55,5,30,0,0,0,0,0,1,26.244176429755758,117.0
TEL_1868,Rural,4G,Postpaid,7,8.170778122046533,48.01908544616143,102.84090717459318,177.16731922896497,892.2345761564467,717.2990533656425,9.446274906240387,58,160,293,0.3207978002076345,43,1,30,0,0,1,0,0,1,245.23940387575385,117.0
TEL_1869,Rural,4G,Postpaid,33,4.970770873056366,66.39376884679308,91.26920173854687,225.36646401744872,383.7197025105721,573.2187380819303,11.188764572536856,49,136,300,3.3105650562234477,54,4,30,0,0,0,1,1,0,1153.657267180403,180.0
TEL_1870,Urban,5G,Postpaid,87,10.20114857175824,110.38641499272784,43.654625164640635,92.82704995191048,478.3745577750388,1052.270436195683,7.4014644361466715,51,131,273,2.0384493650114055,44,4,45,0,0,1,0,0,0,4336.564529824087,270.0
TEL_1871,Suburban,4G,Postpaid,41,12.32107992316295,40.99434924286806,142.8101363537956,377.2770502200412,1021.5516615873128,746.6123324899079,4.180225923613838,37,160,282,3.42537467948995,6,2,30,0,0,0,1,0,1,1419.1130238617268,117.0
TEL_1872,Urban,5G,Prepaid,44,7.944167402161666,32.67318764113346,89.69818684503328,113.77207658908895,198.53044818656608,508.1057463769427,0.5433801956764274,54,158,290,3.234075778109074,21,2,30,0,1,0,0,0,1,1188.2378507749002,117.0
TEL_1873,Rural,5G,Postpaid,54,13.945066624239274,46.435650091677616,31.713313255745526,58.74107255523648,1286.6104624986688,1118.9268188175108,11.011410470616775,51,123,268,3.3730219331852016,47,5,30,1,1,1,0,1,1,1653.3711401979017,117.0
TEL_1874,Urban,4G,Postpaid,42,16.744086276145666,29.75936030203983,99.0821347626583,89.67599234915974,669.812855617299,1276.0664656695615,9.545371128131919,36,159,290,4.036889376951737,58,3,45,1,0,1,1,0,1,1730.9828841572746,175.5
TEL_1875,Urban,5G,Postpaid,76,16.84141544260571,10.598540090759112,65.90276463534829,270.8004788148801,588.676050356373,1177.713020868215,11.595774522279637,35,132,266,0.7434163992579979,41,5,45,0,0,2,0,1,0,2853.6543607129174,270.0
TEL_1876,Suburban,5G,Prepaid,8,20.302899545526433,95.12398231013415,68.01667542139273,207.45033191376743,295.4578406204407,1652.5995284480473,3.287920558465389,42,147,267,2.972074415807991,6,3,30,0,0,0,0,0,0,204.08416963290568,180.0
TEL_1877,Rural,5G,Postpaid,61,10.488351666986148,67.78459621629884,79.73078086406507,168.6840223425672,383.42291545573545,1338.273975480395,11.060112394356041,45,142,284,3.333798412784694,57,3,45,0,0,1,0,0,1,2638.648899589214,175.5
TEL_1878,Suburban,4G,Postpaid,16,18.114382121805544,40.78284544094552,37.16599209086067,183.57404797811003,464.5232284948174,1552.9764764366362,9.39408722822591,36,134,295,1.6005936798460936,55,5,45,0,0,1,0,0,1,745.6301806500545,175.5
TEL_1879,Urban,5G,Postpaid,30,11.910960020961321,21.84605287496541,103.38685126513256,189.8008904000678,339.44735239129795,1203.647327741017,10.272944210367092,50,121,307,4.725490517424288,34,4,45,1,0,1,0,0,1,1140.5591406572814,175.5
TEL_1880,Rural,5G,Postpaid,116,29.487189272850294,49.88023997387593,85.93960450838526,45.67806806722338,118.30091878051802,1435.1397223147333,4.094414346012186,58,137,293,1.3409065131346214,13,3,45,0,0,1,1,1,0,5151.265028564506,270.0
TEL_1881,Suburban,4G,Postpaid,47,17.89590862791566,41.33914697269863,130.90946805789196,115.17504562863822,107.84576609319821,562.9532431159498,11.340142623152348,40,134,286,1.0319229403367984,38,4,45,0,0,0,0,1,0,2004.658243089041,270.0
TEL_1882,Urban,4G,Postpaid,60,29.10905467967963,38.06084772200747,53.4629390076976,125.61867119764209,224.41220632986716,1762.143481843485,7.466220427871315,51,114,297,2.1815746813327452,15,2,30,0,0,1,0,0,1,1947.6036061448792,117.0
TEL_1883,Rural,4G,Postpaid,107,20.712254817082012,87.2049460524888,53.9735521997028,173.86775097077452,406.5430515096689,1262.15607221242,10.689612957139156,48,152,270,3.259506718949265,35,4,30,0,0,2,1,0,1,2649.530339795464,117.0
TEL_1884,Rural,4G,Postpaid,78,15.201749453035905,55.78667464525193,52.13610598694462,57.72305619524433,908.1123667220586,620.5981998464844,1.2527136686884195,40,147,274,3.069970102126513,36,4,30,0,0,3,0,1,0,2405.5400342827734,180.0
TEL_1885,Urban,5G,Prepaid,110,12.098053426961041,57.35380308081005,43.95964983295385,184.55749000717688,674.2130702977917,1271.821983632053,7.282692953515639,53,137,261,4.292024877154104,23,2,45,0,0,1,0,0,1,5775.795855018788,175.5
TEL_1886,Urban,4G,Prepaid,61,7.883368790826496,59.25068416898931,77.7684038048349,145.22461678890028,519.0209005256663,2299.037153787696,7.7149018088678725,58,135,287,0.45029974851566734,37,1,30,0,0,3,0,0,1,1924.836722210007,117.0
TEL_1887,Urban,5G,Prepaid,114,16.087585868376586,17.52569976311985,134.81456057354296,247.1946654786425,780.1872031081618,771.0866298675986,0.8057026603906492,34,123,262,0.00030204772746567077,49,3,45,0,0,3,0,0,1,5308.069959901769,175.5
TEL_1888,Urban,5G,Prepaid,65,10.565045437578833,61.94114004284664,136.96075608514218,178.61122397647415,566.3608757110536,1119.7660582293906,1.549838915234679,41,146,281,2.9912330158328504,52,1,30,0,0,0,0,0,1,1826.432348597133,117.0
TEL_1889,Urban,5G,Prepaid,111,3.5290324173977696,30.0241391202473,213.70030417960407,239.28237828817942,193.95944895131058,543.5809414447318,11.432340161922841,41,153,261,0.5656272404668866,40,2,30,0,0,0,0,0,1,2992.7393103674854,117.0
TEL_1890,Suburban,5G,Postpaid,5,24.635759068019468,25.49595150049022,46.12687625149768,199.9412951796141,330.553936607261,1761.8119363833882,8.464973656605201,41,139,297,4.98122684111998,32,5,30,0,0,1,0,1,1,155.36857739634448,117.0
TEL_1891,Rural,5G,Prepaid,30,22.260917357319833,63.57502463274535,144.2141265973562,127.12220598304633,729.1991057806994,420.10604866254926,6.2432887678715066,38,147,299,4.01426045314408,12,4,45,0,0,0,0,0,1,1141.9202443422646,175.5
TEL_1892,Rural,5G,Prepaid,81,11.22346519519353,60.6205014603887,40.964942480995624,90.99995082855978,638.1001174633819,243.90165081675832,7.619024129506141,32,137,282,4.070779770142453,28,3,45,0,2,0,1,0,1,3625.3358317365073,175.5
TEL_1893,Suburban,5G,Prepaid,88,9.88114097056645,59.0366564814735,139.83276767761336,261.9406840261039,451.4120202889359,1017.4804950836003,10.141587342537868,41,124,269,3.841223055641219,13,4,30,0,1,1,0,0,1,2373.161991593325,117.0
TEL_1894,Urban,5G,Prepaid,29,14.636505279225393,52.823163197313406,81.60559206866225,150.02849567753833,423.33855457154806,825.3639284044064,9.554943104716859,42,137,297,1.0429285784403453,26,5,30,1,0,1,0,0,0,734.6659005461798,180.0
TEL_1895,Urban,5G,Postpaid,94,20.72244028492612,52.4950629347876,49.51185210688821,69.50272856951149,550.0217358262232,2159.807453521309,11.518978015408406,59,151,307,1.693798867792406,17,4,30,0,1,1,1,1,1,3191.5212848431274,117.0
TEL_1896,Suburban,4G,Prepaid,116,9.904946396245059,95.65116839140484,29.031812173662725,161.21560732835408,633.7081136108869,1161.634440811035,9.97338793814263,45,137,274,1.7001926185592997,3,3,45,0,0,2,1,0,0,6003.026490994942,270.0
TEL_1897,Suburban,4G,Prepaid,81,22.544949483709562,43.072176562511736,166.27760482465138,68.63903579220009,367.03311206144963,1173.264139657447,11.560576484490879,44,139,277,2.830200155271161,15,4,45,0,1,1,0,0,0,3467.614312243233,270.0
TEL_1898,Suburban,5G,Prepaid,116,11.679474012196742,47.88979005034762,157.99718525467586,101.55820232728182,824.0432188229023,1783.0927719039264,11.339054843729627,48,146,277,3.6099458404122604,19,2,30,0,0,0,0,0,1,4067.877298502853,117.0
TEL_1899,Rural,4G,Prepaid,91,10.624656482292279,53.26291125287386,50.26588301028845,200.87587077562026,273.39826924456906,3268.54868016219,10.581769215057228,35,145,281,1.8686443092792537,29,5,45,0,0,1,0,0,0,3450.3358616730607,270.0
TEL_1900,Urban,4G,Prepaid,23,6.567089809328511,95.37959978328406,68.79157540061607,90.47026153327079,179.5033189693486,1005.472032806334,5.150731060778047,54,127,300,4.405841901617565,41,3,45,0,0,1,1,0,1,920.9130403880908,175.5
TEL_1901,Suburban,4G,Postpaid,118,30.397058831578327,60.747947148981844,145.77960226504888,228.48696247097052,333.652362667792,345.14862458332,9.505109818867243,41,142,296,0.4118983444624963,13,3,30,0,0,0,0,0,0,3255.2569769682814,180.0
TEL_1902,Suburban,5G,Postpaid,6,20.029554396500092,25.374949647897925,79.65661961521018,177.51142218432997,263.0816544140886,2288.0834355610746,1.4870081619994715,44,140,270,2.514169749172172,7,5,45,0,1,1,0,0,1,262.92137342239755,175.5
TEL_1903,Suburban,4G,Postpaid,67,8.576896893617338,36.62682774311558,111.82589304587322,169.94697428105815,272.74504947044454,1312.541737686836,7.761298470785152,41,139,311,0.6619355370019459,36,4,30,0,0,1,0,0,1,1635.8539958808535,117.0
TEL_1904,Rural,5G,Postpaid,91,31.797741089774874,18.854257350258788,92.95808445817798,106.44699980536443,820.5149074659572,2251.8944158839327,1.9881014833228088,57,150,285,1.153611240926435,18,2,30,0,0,1,1,0,1,2636.5879676426002,117.0
TEL_1905,Rural,4G,Postpaid,104,6.363965691656004,40.1605972416358,182.8833389398884,84.87872198775399,736.4434821007017,1142.407021225101,10.683354837586364,44,155,307,1.8889475599533456,32,3,45,0,0,3,0,1,0,4923.213971734353,270.0
TEL_1906,Urban,5G,Prepaid,114,3.6354955725244302,52.574869914392536,106.48018741278979,302.1717137473241,724.5098920476153,843.6941144077068,3.738717353182628,36,151,258,3.9192156391873603,19,3,30,0,1,1,1,0,1,3383.401080393335,117.0
TEL_1907,Urban,5G,Postpaid,82,11.979525410480974,56.11128892333979,125.02635468791976,152.1486159769996,534.4260156894949,1644.4984774012107,11.612006098643572,47,163,292,0.3843527239807948,39,2,30,1,0,2,0,1,0,2705.251599400903,180.0
TEL_1908,Suburban,5G,Prepaid,43,10.496813176677675,32.4034907103092,95.53731827502787,148.75366785512492,846.0642615323371,687.6203586339248,1.3525269954543377,45,137,303,0.19462824402134704,42,1,45,1,0,0,0,0,0,1615.0743214772958,270.0
TEL_1909,Urban,5G,Prepaid,66,15.527576924490091,30.67937902133159,111.13277263224086,144.78404983219195,486.3630944635716,683.1660146984406,8.690981353330846,37,141,240,0.9164040730298828,10,4,30,0,0,0,1,0,1,1715.172254960329,117.0
TEL_1910,Rural,5G,Postpaid,25,7.2289483102613925,90.22392937787615,122.2511130103821,142.51273964881597,401.7258598022618,2236.7913178544327,11.10998206317096,40,157,282,3.7856405146192804,49,5,45,1,0,0,1,0,0,1349.328802730208,270.0
TEL_1911,Suburban,4G,Prepaid,81,25.226036382407635,45.83833245813621,111.81637181352487,229.80831206782818,501.56630737352845,631.320098307418,5.062176232286358,47,137,294,4.400521655814839,52,1,45,0,0,1,0,0,0,3658.410129509745,270.0
TEL_1912,Urban,4G,Postpaid,31,11.809842152156131,38.887268837670135,31.142419959386714,38.703319171209536,152.79957123491062,1136.0323398956803,5.431056744221709,40,161,271,4.745732510626871,52,5,30,1,0,0,0,0,0,779.3415823126523,180.0
TEL_1913,Rural,5G,Postpaid,89,30.733167617537447,42.03582204792829,87.72467292800215,62.29080555033052,466.73911974952523,529.4260226725813,4.203233702663928,43,127,265,1.9957247321434473,55,4,30,1,0,0,1,0,1,2217.3319263484677,117.0
TEL_1914,Suburban,4G,Postpaid,105,22.38097908540056,28.01533764523001,56.109081967780796,130.0518624220439,613.0392575534013,1566.3867810050663,9.535747441614221,42,119,298,4.947443243521749,34,5,30,0,0,2,0,0,1,3431.3687150108744,117.0
