customer_id,region,device_type,tenure_months,site_visits_1m,site_visits_3m,site_visits_6m,days_since_last_visit,orders_1m,orders_3m,orders_6m,avg_order_value,cart_abandonment_rate,returns_6m,delivery_delay_flag,avg_product_rating,support_tickets_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
ECOM_983,EU,Mobile,38,20,51,128,3,3,9,10,77.2742574411309,0.21471999586704849,0,1,4,1,0,0,0,684.8491578400514,231.8227723233927
ECOM_984,EU,Desktop,61,22,42,126,1,5,9,11,106.72925475728901,0.9591604599408757,2,1,4,0,0,0,0,1227.7589666284696,533.646273786445
ECOM_985,APAC,Mobile,55,21,52,117,19,3,3,11,51.33772419129664,0.9699249678949138,3,0,5,0,0,0,1,437.6911900290183,92.40790354433393
ECOM_986,APAC,Mobile,3,17,62,130,15,3,8,18,384.3887355943692,0.8930774464159686,3,0,3,0,0,0,1,7020.210311338641,691.8997240698645
ECOM_987,NA,Mobile,51,17,50,132,39,4,6,14,117.54854808380098,0.5259999659694523,1,0,3,2,0,0,1,1644.9760663058614,282.11651540112234
ECOM_988,EU,Mobile,20,17,57,116,19,6,6,12,76.78822982329879,0.4990553282241543,1,1,1,2,1,0,1,836.9692211402532,276.43762736387566
ECOM_989,APAC,Mobile,58,16,68,114,14,7,5,20,95.49500999332483,0.4767013286577211,2,1,4,0,0,0,1,1947.566311192718,401.0790419719643
ECOM_990,NA,Mobile,30,25,67,92,27,2,6,16,21.82525586246933,0.8026933801234329,1,0,1,2,1,0,1,315.919642915251,26.190307034963194
ECOM_991,NA,Mobile,33,18,64,126,32,2,9,14,19.289505978639042,0.26561429329173925,1,1,4,0,1,0,1,193.2954640586209,23.14740717436685
ECOM_992,EU,Desktop,32,11,54,100,18,1,7,20,75.30056092781643,0.38615665465888727,0,0,2,0,0,0,0,1436.2463102789493,75.30056092781643
ECOM_993,NA,Mobile,56,17,51,119,25,5,7,9,104.54040755352604,0.341564183320914,1,0,4,0,1,0,0,829.9043248148064,522.7020377676301
ECOM_994,NA,Mobile,45,22,61,112,2,4,9,14,52.62137278911915,0.7807471438245756,1,1,4,0,0,0,1,768.8707198457093,126.29129469388596
ECOM_995,APAC,Mobile,65,18,53,111,4,4,5,20,119.17619833246097,0.7315125569894153,2,0,5,0,1,0,0,2319.924237590677,476.7047933298439
ECOM_996,APAC,Mobile,60,27,72,111,37,2,6,14,64.25097244377383,0.38940516669545555,2,1,4,0,0,1,0,797.1027185574053,128.50194488754767
ECOM_997,EU,Mobile,10,17,52,114,28,5,5,9,85.42471951158677,0.6287314380434244,1,0,3,0,1,0,0,746.1630986057243,427.12359755793386
ECOM_998,EU,Desktop,57,15,58,118,7,1,9,18,44.45345857440798,0.4601061985749916,1,0,5,0,0,0,0,714.2852248737294,44.45345857440798
ECOM_999,EU,Desktop,6,12,54,105,5,3,6,13,174.5889766865252,0.41392497061135936,3,0,5,1,1,0,0,2369.649699200415,523.7669300595755
ECOM_1000,NA,Mobile,49,17,60,113,34,3,5,13,167.7655737798007,0.19698544218279557,1,0,4,0,0,0,0,2135.7651583306483,503.2967213394021
ECOM_1001,APAC,Desktop,21,23,60,114,27,3,10,13,75.02043379053548,0.8407705305710206,1,0,5,2,1,0,0,1019.4325701163565,225.06130137160642
ECOM_1002,EU,Mobile,55,18,59,96,12,7,3,13,150.34675021056964,0.8159502399026447,3,0,3,0,1,1,0,2087.9559688387985,1052.4272514739876
ECOM_1003,APAC,Mobile,1,19,55,114,8,0,4,16,62.14806767061833,0.5788013352442156,0,1,4,3,0,0,1,999.9544530305352,0.0
ECOM_1004,APAC,Desktop,55,16,64,111,25,2,4,19,48.605540172829706,0.30206301326311846,1,1,2,2,0,0,1,894.0433949815612,58.32664820739564
ECOM_1005,APAC,Mobile,6,17,44,121,44,3,6,13,145.2690790267609,0.5203992108386408,0,0,2,0,0,0,1,2021.5532588661215,261.4843422481696
ECOM_1006,APAC,Mobile,53,15,56,103,18,4,7,13,40.84513819987836,0.1698573681547566,0,1,3,1,0,0,0,650.0149655871339,163.38055279951345
ECOM_1007,NA,Mobile,46,10,50,105,40,6,6,7,115.50026422985755,0.9470201408113255,1,0,4,0,0,0,1,657.8823440658427,415.8009512274872
ECOM_1008,NA,Mobile,33,19,41,105,2,1,9,19,17.30219602445352,0.5906754763366167,1,0,1,3,0,0,1,538.6776307028624,10.381317614672112
ECOM_1009,EU,Mobile,43,19,67,123,33,2,8,18,137.3218620670598,0.5598868478840479,1,1,5,1,0,0,1,2606.4810736616855,164.78623448047176
ECOM_1010,EU,Mobile,19,15,51,109,18,3,6,8,67.12775794972931,0.8899785781669998,0,0,4,0,0,0,1,503.32299269879684,120.82996430951277
ECOM_1011,EU,Mobile,3,15,56,111,21,3,5,11,31.36633996167273,0.4595028363325182,2,0,5,1,0,0,1,261.4349382204174,56.459411931010905
ECOM_1012,NA,Mobile,11,19,55,107,6,1,12,14,69.4513296168776,0.5933176699915894,2,0,2,2,0,0,1,961.5743325591664,41.67079777012656
ECOM_1013,EU,Mobile,27,15,63,107,12,1,6,12,51.85920515219483,0.5334057102923999,0,0,4,3,0,0,1,600.4771430494256,31.1155230913169
ECOM_1014,NA,Mobile,26,16,43,106,2,3,6,7,37.82356211151267,0.09742634911466841,0,0,5,1,0,1,0,331.1717559714071,113.47068633453802
ECOM_1015,NA,Mobile,49,15,57,113,25,2,7,17,167.97885061123378,0.8402367994868362,1,0,2,1,1,0,1,2899.42067023896,201.57462073348054
ECOM_1016,EU,Mobile,53,12,50,111,11,3,5,17,122.10001083535579,0.08232848982539709,0,0,3,1,0,0,0,1946.5928386927453,366.3000325060674
ECOM_1017,APAC,Desktop,42,19,51,99,26,1,6,18,46.72908683065902,0.6719884864816443,2,0,4,1,1,0,1,841.9776769668466,28.037452098395413
ECOM_1018,APAC,Mobile,25,13,56,144,7,5,9,9,171.10116960084417,0.8084641791990509,1,0,5,0,0,0,1,1597.3902755265985,513.3035088025325
ECOM_1019,NA,Mobile,15,19,49,88,40,3,8,8,74.76382327435222,0.5280210723006399,1,0,5,1,0,0,0,670.3803745829537,224.29146982305667
ECOM_1020,EU,Mobile,43,17,42,110,22,4,3,14,51.19855731041944,0.07794014472445443,2,1,3,2,0,1,1,664.3374227162567,122.87653754500664
ECOM_1021,NA,Mobile,60,26,64,98,15,4,7,16,229.4102954466519,0.6397587089417122,1,1,2,0,0,0,0,3553.558647391531,917.6411817866076
ECOM_1022,EU,Mobile,55,11,56,106,7,2,6,19,31.646720606464953,0.5910130087558694,3,0,4,0,1,0,1,727.8576951667636,37.976064727757944
ECOM_1023,APAC,Mobile,16,18,62,120,27,3,3,16,66.37124689898666,0.2458893175130621,1,0,2,1,0,1,0,1087.2959131510804,199.11374069695995
ECOM_1024,EU,Mobile,57,17,58,105,30,4,10,6,78.77788094675368,0.336547271592908,0,0,3,0,0,0,0,376.00954749554097,315.11152378701473
ECOM_1025,EU,Desktop,17,23,59,97,14,3,8,10,19.489111567924226,0.31251219178212053,2,0,4,1,0,0,0,174.81528881779596,58.46733470377268
ECOM_1026,EU,Mobile,70,20,51,121,20,1,5,12,17.385483425740688,0.49156974044072466,0,0,4,2,0,0,1,202.6305070243867,10.431290055444412
ECOM_1027,NA,Desktop,61,15,65,100,41,2,6,12,44.48614732641791,0.8703670158017415,1,1,2,1,0,0,1,445.3265516129278,53.38337679170149
ECOM_1028,APAC,Mobile,1,12,51,122,6,2,8,15,123.17723113372735,0.10331278106668074,1,0,4,3,1,0,0,1769.5338411287278,246.3544622674547
ECOM_1029,APAC,Mobile,23,14,59,112,7,1,8,16,84.56836213654476,0.5035415842741919,0,0,2,0,0,0,1,1288.5620772636375,50.74101728192686
ECOM_1030,NA,Mobile,14,18,49,97,19,1,4,16,21.964603209691056,0.9688752070603086,2,1,5,3,0,0,1,415.1293597051803,13.178761925814634
ECOM_1031,APAC,Mobile,28,22,45,105,7,4,12,17,40.459761085932186,0.14612809899987156,0,0,4,1,0,0,1,539.6345745045744,97.10342660623725
ECOM_1032,EU,Desktop,35,15,56,108,1,6,9,19,25.342539283832174,0.37747991716093765,2,1,5,1,0,0,1,456.13580211028545,91.23314142179584
ECOM_1033,NA,Mobile,18,18,53,115,24,4,5,15,43.555204059078285,0.8577699253164403,2,0,4,3,0,0,1,630.8479164815583,104.53248974178788
ECOM_1034,EU,Mobile,34,17,49,118,21,4,3,16,181.03657837648305,0.6726462099618303,2,0,4,1,0,0,0,2915.0055985643626,724.1463135059322
ECOM_1035,NA,Desktop,46,16,47,99,38,4,6,9,152.2191887616246,0.23035568222223168,0,1,4,2,0,0,0,1316.8367464975586,608.8767550464984
ECOM_1036,EU,Mobile,10,24,52,100,8,1,4,16,111.51634950049315,0.22867862210998147,0,0,4,3,0,0,1,1705.8108199952908,66.90980970029588
ECOM_1037,EU,Mobile,1,10,51,129,35,2,3,14,130.83666441993608,0.7193854002027766,1,0,5,1,0,0,1,1821.2318105888032,157.00399730392328
ECOM_1038,EU,Mobile,69,17,47,91,31,2,6,8,85.24689071556365,0.5910925114200133,0,0,3,2,0,0,1,729.2813393498159,102.29626885867638
ECOM_1039,NA,Mobile,70,24,61,107,35,1,10,19,115.111828325118,0.004414437661553139,0,0,5,4,0,1,1,2104.366220718835,69.0670969950708
ECOM_1040,EU,Mobile,71,12,47,94,34,1,11,13,21.626771724994907,0.5965051840478381,2,0,3,1,1,0,0,396.76438319548674,21.626771724994907
ECOM_1041,NA,Desktop,61,13,52,113,17,5,10,22,5.231502694557689,0.34011149782595596,3,0,5,1,0,0,0,59.62128535019058,26.157513472788445
ECOM_1042,NA,Desktop,16,12,68,117,20,3,5,9,41.3384558834343,0.06065028182424237,1,0,2,0,0,0,1,376.19437730216373,74.40922059018173
ECOM_1043,NA,Mobile,3,16,47,104,26,6,4,22,16.807504693062473,0.6556228694787716,0,0,2,0,1,0,1,353.4856996060025,60.507016895024904
ECOM_1044,NA,Mobile,19,21,50,118,41,2,2,12,76.3603827077881,0.7593155187180034,1,1,4,0,1,0,1,867.5348718894115,91.63245924934573
ECOM_1045,APAC,Desktop,60,22,55,119,15,4,9,13,148.43492875193786,0.19311316596669514,2,0,5,0,0,0,0,1951.7224018107659,593.7397150077514
ECOM_1046,NA,Mobile,58,27,53,110,30,5,8,11,40.297609130827205,0.03135157507108999,1,0,2,1,0,0,1,466.8960686915923,120.8928273924816
ECOM_1047,EU,Mobile,64,24,52,108,40,3,5,14,38.93817720017151,0.15661777622587514,2,0,5,1,1,0,1,608.0879150267671,70.08871896030871
ECOM_1048,APAC,Mobile,28,19,46,103,32,1,6,14,68.91986115180809,0.8082428246930158,2,1,4,1,0,0,1,985.4023296414819,41.35191669108485
ECOM_1049,EU,Mobile,20,17,58,130,39,1,7,11,127.01811138891279,0.6464052710443964,0,0,2,1,1,0,1,1510.512025961225,76.21086683334767
ECOM_1050,NA,Mobile,55,9,60,124,39,3,11,16,119.95150329219581,0.9985186832567119,0,0,3,2,1,1,1,1834.8684622821756,215.91270592595245
ECOM_1051,NA,Desktop,27,14,56,109,13,3,4,21,134.9086909816518,0.8531451747133036,0,0,5,0,0,0,0,2935.902603710453,404.7260729449554
ECOM_1052,NA,Mobile,31,21,47,94,29,2,6,19,89.28828215459964,0.36984719823560286,3,0,4,1,0,0,0,1722.5892174685475,178.57656430919928
ECOM_1053,APAC,Mobile,16,12,57,118,15,1,9,10,81.73568847994919,0.5272963727038206,0,1,2,2,1,1,1,805.355546486326,49.04141308796951
ECOM_1054,APAC,Desktop,21,18,60,108,25,9,6,14,75.41089631382287,0.36593087978177785,0,0,4,1,0,0,1,1109.843885404319,407.2188400946435
ECOM_1055,EU,Desktop,69,12,62,100,1,2,4,11,109.62705514309647,0.4972831570824111,2,0,2,0,0,0,1,1165.595348977668,131.55246617171576
ECOM_1056,APAC,Mobile,19,19,56,117,16,6,10,18,117.84415011850041,0.3708931950289639,1,0,4,4,0,0,0,2249.2805118889964,707.0649007110025
ECOM_1057,APAC,Mobile,49,21,65,119,9,1,6,13,69.81912313632776,0.5204180988161121,0,0,3,0,0,0,1,831.418163966492,41.89147388179666
ECOM_1058,EU,Mobile,60,15,40,104,18,1,8,14,44.570795769163496,0.519561684259348,1,0,5,2,1,0,0,641.8901799328555,44.570795769163496
ECOM_1059,APAC,Desktop,66,23,61,103,43,3,1,10,109.330136846988,0.7634667450296494,1,1,4,0,0,1,1,1089.9515679589306,196.79424632457838
ECOM_1060,EU,Mobile,2,23,56,88,26,3,6,11,36.00753557310896,0.5232386338039205,1,0,3,1,0,0,1,407.81166149867664,64.81356403159613
ECOM_1061,APAC,Mobile,16,25,44,110,19,1,7,7,31.721058255313846,0.6246448816250861,0,0,5,1,0,0,1,264.71580743701065,19.032634953188307
ECOM_1062,NA,Mobile,38,24,64,115,28,1,7,15,55.230084577013514,0.7986684283295435,2,0,3,0,0,1,0,944.6869374591521,55.230084577013514
ECOM_1063,APAC,Desktop,71,11,63,129,35,0,13,16,74.6995504459619,0.8906103476998177,2,0,4,2,1,0,0,1157.5772153733637,0.0
ECOM_1064,NA,Mobile,43,22,51,95,8,2,5,8,248.1270735684416,0.36960676404905,0,0,3,0,0,0,1,1904.097452524944,297.7524882821299
ECOM_1065,EU,Mobile,13,18,59,113,40,3,6,11,88.8863125081017,0.699604180490536,1,1,5,1,0,1,1,1031.7709572742122,159.99536251458304
ECOM_1066,APAC,Mobile,51,23,57,112,8,4,9,25,113.13889822766221,0.6872763950971023,2,1,3,1,1,0,1,2835.6472410183565,271.5333557463893
ECOM_1067,APAC,Mobile,56,30,66,107,30,2,11,16,21.68960471193464,0.6885311334713937,0,0,5,1,0,0,1,344.23553212861776,26.027525654321565
ECOM_1068,APAC,Mobile,29,22,47,106,13,1,6,19,62.15491637637283,0.719493563073401,1,0,4,1,0,0,0,958.571607725697,62.15491637637283
ECOM_1069,NA,Mobile,40,14,59,120,33,2,3,16,113.70005130662433,0.5143726849201876,0,0,3,1,1,0,1,1923.956285004286,136.4400615679492
ECOM_1070,NA,Desktop,32,14,56,135,25,3,6,14,40.60527536395035,0.6011227874298185,1,0,4,2,0,0,1,708.7475759890202,73.08949565511062
ECOM_1071,NA,Mobile,55,19,49,116,4,2,10,16,35.365388309581576,0.12315064018068766,2,0,5,2,1,0,0,495.37881051915383,70.73077661916315
ECOM_1072,APAC,Desktop,17,11,50,108,5,2,4,18,120.35580294085646,0.8151790938120964,1,0,4,2,1,0,1,2024.1211887902648,144.42696352902774
ECOM_1073,NA,Desktop,50,12,62,107,10,7,11,12,40.0367638277498,0.32756425210452633,0,0,5,0,0,0,1,545.739701111936,168.15440807654917
ECOM_1074,APAC,Mobile,44,10,54,113,0,7,6,15,167.67432200546403,0.1233555880618532,1,0,4,1,1,0,1,2451.42677619534,704.2321524229488
ECOM_1075,EU,Mobile,68,18,48,112,16,5,5,15,69.33696046049285,0.4453424853179345,0,0,4,3,0,1,1,989.2589795512699,208.01088138147853
ECOM_1076,APAC,Mobile,68,18,53,127,16,2,6,13,103.49527913292036,0.42521801904747003,0,0,5,1,0,1,0,1292.495912254634,206.99055826584072
ECOM_1077,EU,Mobile,6,23,50,118,15,2,5,10,94.76010033437987,0.6216491610223752,1,0,2,2,0,0,1,1028.8177332041907,113.71212040125585
ECOM_1078,EU,Mobile,30,18,53,101,6,1,8,15,169.57744361660946,0.48181561418556984,1,0,1,1,0,1,1,2525.406075247693,101.74646616996567
ECOM_1079,APAC,Mobile,37,23,62,116,33,3,5,16,88.13887065819344,0.1521970416694295,0,0,3,1,0,0,1,1518.9352658631826,158.64996718474816
ECOM_1080,EU,Mobile,62,13,49,103,13,2,7,16,95.50583991836432,0.969147797070785,1,0,4,0,1,0,1,1620.9380749877948,114.60700790203718
ECOM_1081,APAC,Mobile,5,14,64,95,23,4,7,14,84.3371269316974,0.41106771127668373,2,0,5,5,1,0,1,1265.5786143024777,202.40910463607375
ECOM_1082,EU,Desktop,57,17,62,112,7,2,10,12,18.54299858483654,0.016064191507597414,0,1,1,1,0,1,1,190.37119415680215,22.251598301803845
ECOM_1083,APAC,Mobile,46,16,48,113,15,0,8,18,28.140105663112607,0.0986100588719866,2,0,3,2,1,1,0,388.24969465983395,0.0
ECOM_1084,APAC,Desktop,53,15,61,82,15,2,7,12,50.774107036772435,0.08802519354429372,0,0,3,1,1,0,1,588.8798033438657,60.92892844412692
ECOM_1085,EU,Desktop,64,22,68,102,26,1,8,10,103.7220726330969,0.43949516924784104,1,0,4,0,0,0,0,982.9667266753856,103.7220726330969
ECOM_1086,APAC,Mobile,54,14,51,117,8,4,11,13,105.03841730903444,0.6813934992596797,2,0,4,2,0,0,1,1367.6131740842266,252.09220154168264
ECOM_1087,NA,Mobile,60,22,60,101,6,4,5,17,61.724882177979204,0.9312324156173379,1,0,2,5,0,1,1,944.1027052489821,148.13971722715007
ECOM_1088,NA,Desktop,32,16,70,102,27,5,3,14,125.66747588509686,0.6509936384384982,0,0,1,2,1,0,1,1819.9723822827004,377.00242765529055
ECOM_1089,APAC,Mobile,4,20,50,112,10,3,9,10,28.7500914107333,0.05420508129286661,0,0,3,0,0,0,1,240.49155812775905,51.75016453931994
ECOM_1090,EU,Mobile,63,8,57,113,3,3,8,14,64.0598113877918,0.8726436109053558,2,0,5,1,1,0,0,834.4382241810222,192.1794341633754
ECOM_1091,EU,Desktop,9,12,43,121,30,6,10,20,81.25466016177987,0.5800432620531104,1,0,4,0,0,0,0,1669.2710675365718,487.5279609706792
ECOM_1092,APAC,Mobile,9,22,57,109,34,1,3,17,103.56599623194676,0.12544405880829057,0,1,3,1,0,0,1,1722.3530556584287,62.13959773916805
ECOM_1093,NA,Mobile,55,21,51,117,27,6,6,11,90.30384394126702,0.44029579010825615,1,0,4,0,1,1,0,1013.8411352295366,541.8230636476021
ECOM_1094,APAC,Mobile,67,23,69,103,36,4,9,13,145.56314870050687,0.09125850826288628,1,0,5,0,0,0,1,1799.9819963644886,349.3515568812165
ECOM_1095,APAC,Desktop,8,21,48,124,34,2,5,12,75.90042247667465,0.8622911627304116,2,0,5,0,1,0,0,797.4099514680008,151.8008449533493
ECOM_1096,EU,Mobile,3,22,49,119,21,4,9,13,96.58561794324133,0.030433324511291326,1,0,3,0,0,0,0,1273.0719476721008,386.3424717729653
ECOM_1097,EU,Desktop,19,30,55,92,41,4,7,14,99.1780672807605,0.8794270987309168,1,1,3,0,0,0,1,1373.6689157655476,238.02736147382518
ECOM_1098,APAC,Mobile,70,22,61,116,44,2,4,10,105.1323329428949,0.482712613408826,2,0,1,0,1,1,1,926.8855669281916,126.15879953147387
ECOM_1099,APAC,Mobile,52,20,51,115,18,4,4,12,55.030938948082294,0.7077348573384264,0,0,4,2,1,0,1,596.6408432469163,132.0742534753975
ECOM_1100,NA,Mobile,60,19,54,110,32,1,4,17,14.304700616440208,0.7462191429428542,0,0,5,0,0,0,1,359.4851527851621,8.582820369864125
ECOM_1101,APAC,Mobile,56,15,56,108,23,3,4,9,69.87369387533019,0.587267189558091,0,0,4,0,1,0,1,539.2777478847496,125.77264897559434
ECOM_1102,APAC,Mobile,65,24,66,121,36,3,5,10,226.31201833907141,0.618849956683126,1,0,5,0,1,0,1,2364.531920576152,407.36163301032855
ECOM_1103,APAC,Desktop,66,17,52,114,20,2,7,13,80.42223482716352,0.28819662279369196,0,0,2,0,0,0,0,1123.3903925633906,160.84446965432704
ECOM_1104,APAC,Desktop,47,18,63,112,40,2,7,18,131.7565851122871,0.5754895024022972,1,0,2,3,1,0,1,2341.940295571139,158.1079021347445
ECOM_1105,NA,Mobile,55,16,60,97,4,3,5,20,78.06161989558696,0.1634266634987176,2,0,5,0,0,0,0,1373.0827440021071,234.1848596867609
ECOM_1106,NA,Desktop,70,11,57,130,22,2,8,12,18.9898893487323,0.2401466369335843,1,0,3,2,1,0,1,262.59908478971437,22.787867218478763
ECOM_1107,EU,Desktop,12,23,68,115,33,3,8,16,38.54156017091095,0.684240019402206,0,0,5,2,0,0,1,584.10404133525,69.37480830763971
ECOM_1108,APAC,Mobile,33,26,55,108,8,2,8,14,101.21722497958666,0.5858504877231043,2,0,5,1,0,0,1,1262.781825083351,121.46066997550399
ECOM_1109,EU,Mobile,56,16,53,121,30,3,4,14,93.57197704997215,0.9484338777936367,1,0,4,2,1,0,0,1330.8074409286232,280.71593114991646
ECOM_1110,APAC,Mobile,6,26,61,112,5,1,7,13,26.23380805533049,0.07402741217343789,1,0,2,1,0,0,0,500.3216948878652,26.23380805533049
ECOM_1111,APAC,Desktop,44,17,49,112,44,2,7,19,69.98630947223656,0.17508644439872212,1,0,3,0,0,0,1,1363.728451560556,83.98357136668386
ECOM_1112,NA,Mobile,51,15,59,127,23,5,9,16,243.45411701821834,0.4799095317995138,1,0,3,1,0,0,1,3867.133650316557,730.362351054655
ECOM_1113,APAC,Desktop,29,17,54,109,22,3,8,14,83.06368206224722,0.4941484230436849,3,0,5,3,0,0,0,1143.1474683053357,249.1910461867417
ECOM_1114,EU,Mobile,17,14,52,112,9,3,9,13,46.22816769684145,0.33036441595095645,2,0,5,0,0,0,0,527.7629500864272,138.68450309052434
ECOM_1115,EU,Desktop,40,17,65,102,38,9,5,20,44.32445337014478,0.02378159180166939,0,0,5,0,1,0,0,905.7651609406317,398.92008033130304
ECOM_1116,EU,Desktop,2,12,63,113,1,3,1,11,65.54531957369636,0.5942458701000813,1,0,4,2,0,0,1,702.9790608189973,117.98157523265344
ECOM_1117,NA,Mobile,49,17,65,109,18,2,7,10,33.49635621966325,0.3861373660487025,0,0,3,1,0,0,0,462.5448367485669,66.9927124393265
ECOM_1118,NA,Mobile,70,12,45,139,6,1,7,16,143.80407441563287,0.3810187500835541,1,1,5,1,0,0,0,2478.8205274679212,143.80407441563287
ECOM_1119,NA,Desktop,24,33,55,113,11,1,4,23,246.45288786907383,0.3467042361188515,2,0,5,1,0,0,0,5800.683909766972,246.45288786907383
ECOM_1120,NA,Mobile,30,15,41,122,43,2,3,10,137.01977349102188,0.4488354846399839,2,0,3,1,0,0,1,1407.7435913782424,164.42372818922624
ECOM_1121,NA,Mobile,37,15,43,116,37,2,6,15,79.67425468959576,0.9275898709819413,2,0,4,1,0,0,1,1388.0502475748017,95.60910562751491
ECOM_1122,EU,Mobile,66,17,52,80,5,4,3,13,91.7180126757649,0.6993355759364968,0,0,3,2,0,0,0,1226.5045423162485,366.8720507030596
ECOM_1123,APAC,Mobile,16,13,55,107,10,1,7,10,82.81182847190954,0.3120833803929969,0,0,5,2,1,0,1,780.978812466492,49.68709708314572
ECOM_1124,NA,Desktop,6,25,53,96,21,2,8,18,66.90191661100154,0.37060388083285556,0,0,4,0,0,0,0,1240.4201609913032,133.80383322200308
ECOM_1125,APAC,Mobile,67,20,61,94,26,3,7,15,41.890538665835095,0.9320419565545371,0,1,5,0,1,0,0,717.9841230754959,125.67161599750528
ECOM_1126,APAC,Desktop,36,14,47,128,1,4,5,14,49.7125199943594,0.9015910477441951,0,0,5,2,0,1,0,672.9715073543637,198.8500799774376
ECOM_1127,NA,Mobile,33,14,56,107,13,3,5,15,70.05309673429826,0.19484290557806816,2,0,4,0,0,0,1,1080.5250339344084,126.09557412173687
ECOM_1128,APAC,Desktop,23,17,59,110,11,2,5,15,117.88979069587309,0.4872256213903434,2,0,2,2,0,0,1,1817.29063880243,141.4677488350477
ECOM_1129,EU,Mobile,41,16,64,124,11,3,8,8,29.48149217695712,0.19221973559778205,0,1,4,1,1,0,0,197.1312047421803,88.44447653087136
ECOM_1130,APAC,Desktop,18,21,51,114,28,3,8,14,91.12468180575878,0.6752537891032523,0,0,2,2,0,0,1,1231.4693963634809,164.02442725036582
ECOM_1131,NA,Mobile,17,21,60,101,24,6,4,18,149.77234443785252,0.22739483900583035,0,1,5,0,0,1,0,2748.905615008389,898.6340666271151
ECOM_1132,NA,Mobile,67,18,50,101,6,2,10,18,39.35184775506072,0.7435413673005237,1,0,4,1,1,1,0,751.7139818774003,78.70369551012143
ECOM_1133,NA,Desktop,48,20,51,110,19,3,7,19,28.77654815428504,0.5851268040424894,0,0,3,1,0,0,0,469.1842071818281,86.32964446285513
ECOM_1134,EU,Desktop,45,23,59,109,41,2,8,16,74.84285580699027,0.788888340506442,1,0,4,1,0,1,1,1254.0819223569663,89.81142696838832
ECOM_1135,EU,Desktop,5,24,52,113,13,1,6,11,54.648262461570766,0.143839644662888,0,0,2,0,0,1,1,504.1857550624913,32.78895747694246
ECOM_1136,APAC,Mobile,51,23,39,117,1,1,6,13,298.8006395538122,0.5177620340877355,0,0,2,3,0,0,0,3861.262270456814,298.8006395538122
ECOM_1137,EU,Desktop,48,27,55,101,4,2,3,11,34.78485824954612,0.05242749366822441,0,0,5,1,0,1,0,396.635033046737,69.56971649909224
ECOM_1138,EU,Desktop,51,16,68,114,21,4,6,17,31.187213098831897,0.12930522521299104,1,1,3,0,0,0,1,477.3354668554189,74.84931143719655
ECOM_1139,EU,Desktop,69,16,54,131,34,3,4,8,27.444411759092404,0.2398785310868583,2,0,4,1,0,0,1,182.064836261757,49.399941166366325
ECOM_1140,EU,Mobile,65,17,46,121,10,2,6,24,62.139447929675285,0.9496698981118543,2,0,4,1,1,0,0,1516.5938789888135,124.27889585935057
ECOM_1141,NA,Mobile,62,14,55,100,21,6,10,16,25.432034616395804,0.4973720837808442,1,0,3,1,0,0,1,536.7661302243367,91.55532461902489
ECOM_1142,APAC,Mobile,66,18,62,124,26,2,11,8,243.87942731556168,0.09828046180021921,1,0,5,0,0,0,0,1891.2816677452424,487.75885463112337
ECOM_1143,NA,Mobile,44,17,73,104,38,4,7,12,315.542958926116,0.17633604961269,0,1,3,0,1,0,1,3930.870326533531,757.3031014226784
ECOM_1144,APAC,Mobile,21,21,51,110,4,3,7,18,63.53644827766715,0.048771054877275954,1,0,5,1,1,0,0,1200.6440810467213,190.60934483300144
ECOM_1145,APAC,Mobile,49,17,64,97,43,1,7,12,145.5147981634315,0.7606502135182297,1,0,4,0,1,1,1,1617.8339336826073,87.3088788980589
ECOM_1146,NA,Desktop,15,17,53,107,24,6,5,15,41.11444635471131,0.3827505006837364,0,1,5,3,0,0,0,740.5265172766835,246.68667812826789
ECOM_1147,EU,Mobile,8,12,52,111,33,4,10,11,73.79854856096118,0.18106198442019494,2,1,4,2,1,0,1,777.129511422039,177.11651654630683
ECOM_1148,NA,Mobile,20,14,69,105,26,4,7,20,34.759678910184064,0.3728534708473701,0,0,4,2,0,0,1,483.3960434394857,83.42322938444175
ECOM_1149,EU,Desktop,61,22,65,115,43,0,2,9,266.2754836417558,0.928828819246412,1,0,2,1,0,0,1,2412.691935268131,0.0
ECOM_1150,EU,Mobile,15,18,53,126,4,0,4,10,94.73357050727927,0.1341688893897981,2,0,4,0,0,0,0,1010.2194846465575,0.0
ECOM_1151,NA,Desktop,60,13,68,109,22,3,5,16,78.51527170881202,0.09116725974086481,1,0,5,0,0,1,1,1216.7075435648956,141.32748907586165
ECOM_1152,APAC,Mobile,2,18,51,119,3,2,10,18,32.591485689313885,0.27342257178029783,0,0,5,1,1,0,1,670.8794616676003,39.10978282717666
ECOM_1153,NA,Mobile,29,13,61,119,28,1,8,14,27.492807524303593,0.016651183872178676,0,0,4,1,0,1,0,368.9111361982048,27.492807524303593
ECOM_1154,APAC,Desktop,5,11,51,108,36,6,4,10,35.569964565845844,0.6321116501361558,1,1,5,1,1,0,0,413.10510678073354,213.41978739507505
ECOM_1155,NA,Mobile,58,25,68,99,17,2,3,20,38.71598781569041,0.164241068413008,2,0,1,2,0,0,0,706.8778426426802,77.43197563138082
ECOM_1156,APAC,Desktop,5,17,46,131,4,4,13,17,60.097378453110984,0.5508165489593281,0,0,3,0,1,0,0,1142.4623276585617,240.38951381244394
