user_id,geo_region,country,language_preference,plan_tier,billing_cycle,profile_count,hours_streamed_30d,hours_streamed_90d,binge_watch_flag,completion_rate_pct,buffering_events_30d,video_quality_rating,days_since_last_stream,payment_failures_30d,support_contacts_30d,app_store_rating,early_warning_flag,offer_sent,churn_flag,ltv_6m
OTT_1470,LATAM,IN,Spanish,Basic,Annual,4,40.42531857032438,122.77640772766597,0,62.63605993910507,2,5,33,0,1,4,1,0,0,32.212853864502996
OTT_1471,South Asia,IN,German,Premium,Annual,5,42.50849927678467,54.32511328865472,0,67.89144785151838,4,5,7,1,2,4,0,0,1,142.1637372660037
OTT_1472,LATAM,DE,Spanish,Standard,Annual,2,10.122119856536495,87.76502860267516,0,58.55438472332045,3,2,29,0,1,4,0,1,1,116.12753939315985
OTT_1473,LATAM,UK,Hindi,Standard,Annual,3,12.009553369758073,34.52872593848324,0,93.77611296802831,1,4,49,0,0,1,0,1,0,113.6053181326198
OTT_1474,North America,DE,Spanish,Basic,Monthly,3,53.536577228486735,53.8263018337519,0,81.40315670630171,2,4,55,0,3,5,1,0,1,28.488342398058712
OTT_1475,LATAM,IN,Hindi,Basic,Monthly,5,32.8845282443888,84.24219394441003,0,46.912994173018404,1,2,15,0,1,1,0,0,1,-0.5714670994972018
OTT_1476,Europe,IN,English,Premium,Monthly,1,48.957685484768106,74.21004945276496,0,89.39947926305278,2,3,27,0,2,5,0,0,0,112.23641160026737
OTT_1477,North America,DE,English,Basic,Monthly,5,27.53547921941154,28.27639380534665,0,52.45562542768644,1,2,0,0,0,5,1,0,0,23.380458802112038
OTT_1478,Europe,UK,German,Premium,Monthly,2,25.471424700499988,6.377671003825509,0,90.59454360984691,4,1,43,0,2,4,0,1,0,102.38910124369914
OTT_1479,North America,UK,Hindi,Basic,Monthly,3,36.94524391592538,132.94669026823345,1,56.343394971468,1,3,6,0,0,5,0,1,0,-15.207494471862312
OTT_1480,South Asia,DE,Spanish,Standard,Monthly,5,9.129901725846967,121.25111410138643,0,75.6690828774413,1,1,23,1,1,4,0,1,0,128.35699045170406
OTT_1481,North America,US,Spanish,Standard,Monthly,4,15.18259921998338,66.2574570260247,0,56.70227519346177,1,1,37,1,0,3,0,0,1,100.5104442290931
OTT_1482,LATAM,BR,Spanish,Basic,Monthly,1,19.767408465444802,7.524306081988543,0,90.38301679194386,2,4,24,1,0,5,0,0,1,53.46728437753103
OTT_1483,Europe,UK,German,Standard,Monthly,3,41.249138573835744,52.22858274178449,0,86.03335495850968,3,4,41,0,2,2,0,1,1,56.549715081030726
OTT_1484,Europe,BR,English,Basic,Monthly,4,11.618239357062649,70.55529104187693,0,50.7899156866879,2,1,28,0,0,5,1,0,1,18.155093324829128
OTT_1485,South Asia,UK,German,Basic,Monthly,1,13.780650402687128,39.48391589000136,1,59.90499679946538,2,5,17,0,1,4,1,1,1,15.011443763351288
OTT_1486,South Asia,DE,German,Premium,Annual,1,11.646656771671545,57.72296072909293,0,78.98978486173485,1,4,44,0,1,2,1,1,1,166.1184575548101
OTT_1487,South Asia,DE,Hindi,Standard,Monthly,1,40.13950048019221,45.87319395464524,0,74.61208664690828,1,3,57,0,3,4,0,0,1,85.15694120798682
OTT_1488,North America,UK,Spanish,Standard,Monthly,2,22.590992030533645,162.21316214801521,0,42.53379599227552,2,2,42,0,1,4,1,0,1,56.331710831841065
OTT_1489,LATAM,IN,English,Standard,Annual,2,4.5708189381990065,48.666174294051416,0,98.45533210256076,2,4,40,0,2,5,0,1,1,103.67795562533978
OTT_1490,Europe,IN,German,Standard,Annual,2,64.40607309745175,57.03576838051944,0,65.53199214017339,0,5,28,0,3,4,1,1,1,12.138459581236546
OTT_1491,Europe,IN,Spanish,Premium,Monthly,1,28.662605649933788,131.28424963057537,0,77.72639961527129,2,3,42,0,2,4,0,0,1,112.87053770085244
OTT_1492,LATAM,US,Spanish,Basic,Monthly,5,13.378470483422554,21.3353521566777,0,59.79601517651405,3,3,37,0,0,2,0,1,0,-28.142750122077643
OTT_1493,North America,BR,Hindi,Premium,Monthly,2,1.0115565651700444,114.35581884951267,1,67.73120213941301,3,4,11,0,0,5,0,0,0,135.42823875049623
OTT_1494,South Asia,UK,English,Standard,Monthly,5,22.6555323713101,29.867639991759308,0,99.55044671006596,1,1,27,2,0,4,0,0,0,106.8478156924562
OTT_1495,LATAM,IN,English,Basic,Annual,3,27.439613319014633,28.027617402196448,1,87.48134496506219,4,5,46,1,0,4,0,1,0,-13.250933855576633
OTT_1496,LATAM,DE,English,Basic,Annual,4,6.862407236346639,88.90617915900604,0,62.27100071312398,3,1,36,0,2,2,0,0,1,-4.251020175838892
OTT_1497,South Asia,DE,English,Basic,Monthly,2,21.268225882602767,44.23198757303304,0,84.04558830258524,4,4,24,0,2,2,1,1,0,45.54160220868927
OTT_1498,Europe,BR,Hindi,Premium,Monthly,3,25.437958436359576,45.03415456959646,0,43.53311974045792,3,5,26,0,2,5,0,1,0,119.73007521064258
OTT_1499,South Asia,US,English,Standard,Annual,1,53.01221942894695,190.1863229022669,0,79.7726501955737,2,4,30,0,2,5,1,0,1,83.65638338533253
OTT_1500,South Asia,IN,German,Standard,Monthly,4,44.84273387054333,114.7686428692969,1,47.09596666212245,1,3,8,1,0,3,0,0,1,74.36914395768795
OTT_1501,Europe,DE,German,Basic,Monthly,2,20.46725896756561,94.9415730790493,0,79.12543899437094,0,5,16,0,0,5,0,1,0,-1.722246651426552
OTT_1502,South Asia,UK,Hindi,Premium,Annual,1,20.270375644673095,79.02246649442435,0,96.82194513235893,0,5,8,0,0,3,0,0,0,129.76293672631064
OTT_1503,South Asia,UK,German,Standard,Annual,5,32.24614584643267,74.02913056237098,0,70.46642186446047,6,5,54,0,0,2,0,1,1,107.27618246455216
OTT_1504,Europe,IN,Spanish,Standard,Monthly,4,10.078690102111505,40.908730061468475,1,50.97777528509221,2,4,51,0,1,3,0,0,0,117.37412823377764
OTT_1505,Europe,BR,English,Standard,Monthly,3,13.856081644430654,48.01313707322254,0,96.54151993698639,3,5,34,0,1,4,0,1,0,116.5554269231736
OTT_1506,LATAM,UK,German,Premium,Annual,5,25.56327954494106,36.21093088973748,0,50.147425563856125,1,2,37,0,2,5,0,0,0,186.47386304222624
OTT_1507,South Asia,US,German,Basic,Annual,5,27.43785113744248,44.030848538010034,0,62.3949413960848,1,1,46,1,0,4,1,0,1,23.66950098838291
OTT_1508,LATAM,BR,Hindi,Basic,Annual,5,39.003541645671184,85.97370590124872,1,94.14373218402883,1,2,0,0,1,5,1,0,1,31.861113733495095
OTT_1509,LATAM,IN,Spanish,Basic,Annual,1,19.531650651385664,4.0936691213935665,1,95.2914323816556,3,1,43,0,1,2,0,1,1,26.87092456358745
OTT_1510,South Asia,IN,German,Basic,Monthly,3,54.02591954718583,106.47657451835576,0,43.05042399482,6,1,17,0,1,2,0,1,1,37.31411835496438
OTT_1511,South Asia,BR,English,Basic,Monthly,5,57.29505788414703,67.1927228868637,0,93.37567310172048,0,4,11,0,1,2,1,1,1,97.44617852797509
OTT_1512,LATAM,US,German,Premium,Annual,3,9.730247957556271,99.04552185134219,1,41.600241571337705,2,5,56,0,1,4,0,0,0,107.45490777516152
OTT_1513,LATAM,BR,Spanish,Standard,Monthly,2,12.972031324450255,93.25360431234964,0,59.155481444151256,2,5,24,0,0,1,0,1,0,105.80233927716515
OTT_1514,South Asia,IN,Hindi,Basic,Monthly,2,24.493075129944707,26.57992797324472,1,58.6866404478105,1,3,5,0,0,4,0,0,0,19.131576579284676
OTT_1515,South Asia,US,English,Premium,Annual,1,35.80012850275939,35.41632175280491,1,84.64113668215066,2,2,30,0,1,5,1,0,1,148.8927848636212
OTT_1516,LATAM,IN,Spanish,Basic,Monthly,3,14.4738106718318,25.615185265566357,0,73.24637280534706,1,3,0,0,1,4,0,0,1,10.763636891480846
OTT_1517,North America,IN,Hindi,Standard,Monthly,5,24.85462322707106,22.011545860518773,0,54.92550015167141,1,3,13,1,1,3,0,0,0,121.05912504417358
OTT_1518,LATAM,BR,English,Basic,Monthly,4,29.731262078337828,78.6831022502182,0,92.41712291689089,3,2,30,0,0,5,0,1,1,-12.115440900653532
OTT_1519,North America,DE,Spanish,Basic,Annual,2,19.734854894170773,75.46455108719296,0,70.11836545608675,1,2,5,0,2,2,0,0,1,94.64159821268166
OTT_1520,North America,IN,Spanish,Basic,Monthly,2,50.337871258571255,31.83234589327411,0,54.85389968030384,2,3,55,0,1,4,0,0,0,52.95506840417667
OTT_1521,South Asia,IN,Hindi,Premium,Annual,3,30.168111551165033,23.750596027886385,0,71.62976751150711,3,5,47,0,2,3,0,0,1,148.4679428827361
OTT_1522,North America,BR,English,Basic,Annual,2,19.844431364499968,62.59655424493137,0,45.760372783795184,4,5,24,0,0,5,0,0,1,-35.47729698553765
OTT_1523,South Asia,UK,Hindi,Premium,Monthly,4,32.8543872025982,30.481278795050784,0,87.2018921152448,4,5,59,0,2,3,0,1,1,196.5594365231266
OTT_1524,LATAM,BR,Hindi,Premium,Monthly,2,42.70440177581793,128.58828032849084,1,79.01605445755123,1,3,5,0,3,4,1,1,1,160.5936161432814
OTT_1525,LATAM,IN,Hindi,Standard,Monthly,5,11.237512289285247,20.17186852788195,1,66.2258037442771,6,3,11,0,2,3,0,0,0,82.1389589066227
OTT_1526,LATAM,UK,English,Basic,Monthly,3,6.16555009097061,93.7827837292625,0,53.07637174810719,1,5,42,0,1,3,0,0,0,44.28205500161053
OTT_1527,Europe,BR,German,Standard,Annual,5,75.17246460288285,30.907517019612108,0,88.37873569962625,2,4,41,0,1,3,0,1,1,116.92437697403074
OTT_1528,LATAM,UK,German,Premium,Monthly,3,26.369413805747595,56.41045830134217,0,65.98846447187708,3,2,9,0,3,5,0,1,1,149.63591722265818
OTT_1529,North America,UK,Spanish,Basic,Annual,2,51.465698408736074,53.35232550226354,0,47.81855551026981,3,5,8,0,1,5,0,0,0,63.54740464939019
OTT_1530,Europe,UK,English,Basic,Monthly,1,17.54575668938692,45.06476364785145,0,77.81883331583535,3,5,16,0,2,5,0,0,0,29.147228719764733
OTT_1531,North America,IN,English,Premium,Monthly,1,54.512602164882225,60.98663108866532,0,85.28704863438992,4,4,31,0,2,5,0,0,1,143.722764496307
OTT_1532,North America,DE,English,Premium,Monthly,3,4.363973760662787,189.42246026961232,0,85.61955825837774,2,3,57,1,2,1,0,1,1,149.51277195478883
OTT_1533,South Asia,US,English,Standard,Annual,5,9.737397406382364,14.230149501611198,1,89.66094748424392,1,3,32,1,1,2,0,0,1,68.52690782615053
OTT_1534,LATAM,DE,Spanish,Basic,Monthly,4,22.710209453342703,42.34801322516691,1,86.81067152372131,2,1,10,0,1,4,0,1,0,55.1662496409725
OTT_1535,LATAM,IN,German,Standard,Annual,3,12.269057167132008,7.646501008255803,0,76.07426472342163,1,1,16,1,1,4,1,1,1,110.6386996358765
OTT_1536,Europe,BR,Hindi,Standard,Monthly,5,35.028726279835794,51.002927378855595,0,40.76824457353267,1,4,58,1,0,4,0,0,1,153.59576596148645
OTT_1537,LATAM,BR,German,Premium,Monthly,1,29.473989578176585,100.16192503735698,0,95.88331699179327,4,2,4,0,1,3,0,0,0,150.97269052862234
OTT_1538,South Asia,DE,Hindi,Premium,Monthly,1,70.94292369623557,197.21073622324502,0,54.69567632763426,2,5,5,0,0,5,0,0,0,137.28188120578474
OTT_1539,North America,DE,German,Basic,Annual,2,32.83383609761668,31.661254352945182,0,88.46749263762342,2,4,30,0,0,4,1,1,1,8.67515941779167
OTT_1540,Europe,BR,German,Basic,Monthly,1,7.478929259066662,25.830527906662425,0,89.6969634049564,3,2,47,0,3,5,0,1,1,22.800066363053098
OTT_1541,Europe,UK,English,Standard,Monthly,1,49.51331933487106,110.21752938490667,1,48.607501666312686,3,4,9,0,2,4,0,0,0,98.48420382290307
OTT_1542,North America,DE,English,Premium,Monthly,2,41.43960332357477,66.87928517235866,0,94.33597825351146,0,1,30,0,1,2,0,0,0,87.1558803546769
OTT_1543,LATAM,US,German,Standard,Monthly,1,37.1182368194046,88.28020347914105,0,87.54756189452954,0,5,34,0,1,3,0,1,0,60.89065992906366
OTT_1544,Europe,BR,English,Basic,Monthly,5,35.08226134577568,25.20343054947667,1,42.34550933975717,2,3,18,0,1,5,0,0,1,31.536180008880315
OTT_1545,South Asia,IN,English,Standard,Monthly,1,62.46632419483382,21.291550375692143,0,72.99791066866356,3,2,9,0,2,1,0,0,1,94.2355439121738
OTT_1546,North America,US,Hindi,Basic,Annual,5,29.40139171534476,80.33723079706314,0,77.29320337393806,3,3,42,0,1,2,1,0,1,35.21002852356148
OTT_1547,South Asia,US,German,Premium,Monthly,5,12.507718056433113,4.5603364969713285,0,42.51311785516783,2,2,30,0,0,4,0,1,1,197.87475715485047
OTT_1548,LATAM,IN,Hindi,Standard,Monthly,1,30.756064890442858,38.21356849165146,1,62.51800762815945,3,2,21,1,0,3,0,0,1,71.52394265611466
OTT_1549,Europe,UK,Spanish,Standard,Monthly,2,16.12037615964301,98.2910671947489,0,53.5829513232235,1,1,23,0,2,4,0,0,1,84.1698611102959
OTT_1550,Europe,DE,Spanish,Basic,Monthly,3,2.44441672502078,122.6459324971132,0,61.03775914241789,2,3,36,0,1,3,0,0,1,-9.640844652728813
OTT_1551,Europe,IN,Spanish,Standard,Monthly,3,2.4523685693395874,93.95826817650436,1,51.092457247998524,1,1,51,1,1,4,0,1,1,19.54755568151812
OTT_1552,LATAM,UK,German,Standard,Monthly,4,44.4422491206418,152.00369133258417,0,99.15926662498606,1,1,22,1,1,5,0,0,1,56.2477597031187
OTT_1553,South Asia,US,English,Premium,Monthly,3,6.99869258522444,31.349984801871067,0,91.71253764885486,1,3,48,0,1,5,1,0,0,199.7281069286757
OTT_1554,South Asia,UK,Spanish,Premium,Monthly,2,26.289520628488013,31.90123408974158,1,51.12273557291651,2,5,45,0,0,3,0,0,1,96.6808366929528
OTT_1555,LATAM,DE,Spanish,Premium,Monthly,1,28.075166754147276,62.66271303216279,1,77.28302581221263,3,5,30,0,2,2,0,0,1,169.2482093306364
OTT_1556,North America,DE,Spanish,Premium,Monthly,4,25.475118640073255,56.711646415322754,1,96.72941390132164,2,5,7,1,0,5,1,0,1,124.79180687982688
OTT_1557,LATAM,BR,German,Basic,Monthly,3,23.2609580626855,67.49567027299527,0,68.93246077611859,2,1,56,0,0,2,1,0,1,-11.702256615209542
OTT_1558,LATAM,DE,German,Basic,Monthly,3,30.791042259872754,142.5055314810039,0,70.08960456691695,1,4,31,0,1,2,0,0,1,32.22190036439153
OTT_1559,Europe,UK,English,Standard,Monthly,2,46.28463425678574,116.38093508256134,0,74.50560979797189,1,4,20,1,1,4,0,0,1,118.92458158393276
OTT_1560,Europe,BR,English,Basic,Monthly,2,6.699478290716266,125.96194469551403,1,94.44976224020682,1,3,34,1,0,3,0,0,1,25.489643844755534
OTT_1561,Europe,BR,German,Basic,Monthly,1,13.60226564529567,51.02762095089826,0,49.92132636880498,1,3,56,0,2,2,1,0,0,-61.56444176835204
OTT_1562,South Asia,UK,Spanish,Basic,Monthly,2,10.38055576707707,34.5619157781217,0,52.50593344078877,2,3,0,0,2,2,0,0,1,-32.41724484963106
OTT_1563,Europe,US,English,Premium,Monthly,4,47.23808873706685,86.62755053723492,0,56.22778118404442,2,2,37,0,3,3,0,0,1,163.2538769505058
OTT_1564,Europe,IN,English,Standard,Monthly,1,30.952725610072996,46.069041567225256,0,86.04540613186649,0,5,45,0,0,5,0,1,1,70.8531361519994
OTT_1565,North America,IN,German,Premium,Annual,3,36.03752308910272,29.261734267534255,0,72.23624055536908,2,4,28,0,0,5,1,0,1,134.66555470066288
OTT_1566,North America,DE,Hindi,Standard,Monthly,1,65.35052577599987,221.8539207516054,0,45.80839008119837,1,2,34,0,1,5,1,0,1,89.3772623253501
OTT_1567,South Asia,DE,German,Basic,Monthly,2,29.20889133307736,62.98964280366103,0,56.60946633510302,1,3,6,0,0,3,1,0,1,8.081104416802873
OTT_1568,North America,BR,German,Basic,Annual,5,8.294525078000197,77.21669026209824,0,41.467640109622074,3,4,0,2,0,5,0,0,0,35.680985704338944
OTT_1569,South Asia,DE,English,Basic,Annual,3,22.377518425594886,111.05768417668422,0,83.8145617661705,1,3,9,0,1,1,0,1,1,26.140180335284246
OTT_1570,LATAM,UK,English,Basic,Annual,2,24.214737143480036,32.08045080804206,0,44.34071645000283,2,3,10,1,2,3,0,0,1,40.497266806268826
OTT_1571,North America,US,German,Basic,Monthly,2,43.75260092738542,76.46796212741329,0,42.35910150902077,1,3,37,0,1,4,0,1,1,16.39702481336116
OTT_1572,North America,IN,Hindi,Premium,Annual,2,12.176568614349659,56.22409587517386,0,86.29709917675089,2,2,5,1,1,3,0,0,1,128.12375322993617
OTT_1573,North America,US,English,Standard,Monthly,3,8.576522434857996,74.76963592670499,1,78.12999514855666,4,5,30,0,2,5,0,0,1,84.72841597722123
OTT_1574,North America,BR,Spanish,Standard,Monthly,5,5.232904247645164,46.85580410406779,1,64.9419873729334,3,3,13,1,2,4,1,0,0,166.75736746816293
OTT_1575,Europe,UK,German,Standard,Annual,4,27.75012264109406,49.57653240783708,0,86.68871882332814,4,5,56,0,0,3,1,1,0,133.46765318154561
OTT_1576,LATAM,US,Spanish,Standard,Annual,1,39.93528580153449,83.88866741637932,0,82.75976092465379,1,5,17,1,1,4,0,0,0,78.25297199334393
OTT_1577,Europe,IN,Hindi,Basic,Annual,5,40.22531573034372,48.020045423380225,0,60.87693448491035,0,2,56,0,2,5,0,0,1,7.8465901689406365
OTT_1578,Europe,BR,Spanish,Basic,Monthly,5,34.27691584465555,22.093614542137466,1,84.95694895691125,4,3,46,0,1,5,1,0,0,12.840387080456326
OTT_1579,LATAM,US,Spanish,Basic,Monthly,4,13.836011377267326,37.28784130516446,0,88.07791727634822,2,4,4,0,2,3,0,1,0,25.971894085419954
OTT_1580,Europe,BR,English,Premium,Annual,3,19.49594473144773,57.364636702620665,1,47.83024310986269,4,3,46,0,0,3,0,0,0,157.33391476535544
OTT_1581,North America,BR,Spanish,Basic,Monthly,4,27.12255562785578,33.62923927308767,1,69.85741393230157,1,2,18,1,0,3,0,0,1,3.5213465754167146
OTT_1582,Europe,BR,Hindi,Premium,Monthly,1,3.5186250788220104,46.10958485289533,0,80.32690461823842,3,2,30,0,2,2,0,1,0,125.05048241402947
OTT_1583,Europe,BR,Spanish,Standard,Monthly,4,12.91279678360946,103.08826934485965,1,58.782103978267955,2,5,46,0,0,1,1,1,1,96.26853290973828
OTT_1584,LATAM,BR,Spanish,Basic,Monthly,2,46.149105270730814,123.9667770315692,0,93.1862736086081,1,2,40,0,0,4,0,0,1,-31.15991693480736
OTT_1585,North America,US,German,Premium,Monthly,3,38.89776395242973,235.78494674495136,0,88.55100741623261,1,3,55,2,1,4,0,1,1,149.94399256114178
OTT_1586,South Asia,BR,Hindi,Standard,Annual,5,39.44250056334003,75.89899387836644,0,45.51722122572946,3,2,57,0,0,4,1,0,1,98.87036891609633
OTT_1587,North America,UK,English,Basic,Monthly,3,14.643624118237124,46.38049935811946,1,90.19078118350495,3,2,0,1,1,5,0,0,1,43.39548715917005
OTT_1588,LATAM,DE,Spanish,Basic,Annual,2,31.874381124367595,47.40114337066785,0,53.14222776145112,0,2,25,0,2,5,0,0,0,7.697928288358346
OTT_1589,LATAM,DE,Hindi,Premium,Monthly,3,57.05306572252202,18.91852542091061,1,51.4274546662823,9,3,6,1,1,4,0,0,1,169.417609570259
OTT_1590,North America,US,English,Basic,Annual,4,31.11985207286517,93.84697052393712,0,59.80583426559171,5,3,24,0,1,1,0,0,1,41.4387740026535
OTT_1591,South Asia,UK,Spanish,Premium,Monthly,3,17.32719374827481,73.17413533304122,1,92.59218159567452,2,1,14,1,3,3,1,0,1,118.10995163281211
OTT_1592,Europe,IN,English,Basic,Monthly,1,17.12505064681962,32.2643927451497,0,66.17509953392819,2,5,37,0,0,4,1,1,1,-13.603913864332036
OTT_1593,Europe,DE,Spanish,Premium,Monthly,5,12.841573030256761,100.58401478765845,0,58.26688265829672,2,3,52,0,1,2,0,1,1,136.66513491205706
OTT_1594,North America,UK,Hindi,Standard,Monthly,1,13.31165381338786,73.03420133449633,0,99.06821426034224,1,2,25,0,5,5,0,1,0,133.79488750544522
OTT_1595,Europe,IN,German,Premium,Monthly,3,23.714909988278006,46.4669785520042,0,56.807515103011326,2,2,14,0,0,5,1,0,0,96.91561644297346
OTT_1596,North America,UK,Spanish,Premium,Monthly,3,27.765148685265654,21.415566722908345,0,40.6748572604172,1,4,39,0,2,4,0,0,1,126.3500580178664
OTT_1597,North America,UK,Spanish,Premium,Monthly,1,4.995939323318071,18.769901471230366,0,96.16294544763994,3,2,35,0,0,4,0,0,1,116.64107307444263
OTT_1598,LATAM,US,Spanish,Premium,Annual,3,11.932120092173781,7.916171476731346,0,43.405184044766216,3,3,17,0,2,5,0,1,1,143.68239080655536
OTT_1599,Europe,BR,English,Basic,Monthly,5,29.523814998161857,182.6601487620979,0,43.65855360491633,2,5,19,0,1,3,0,0,1,37.3137778025157
OTT_1600,Europe,IN,Spanish,Basic,Annual,3,28.924278678182915,97.7371254136366,1,57.61639301634957,1,4,12,1,0,1,0,0,0,24.164757903788093
OTT_1601,LATAM,DE,Hindi,Basic,Monthly,4,12.432032120382335,16.19561190919137,1,98.87415054742945,2,2,38,0,1,5,0,0,1,33.823131961037156
OTT_1602,Europe,DE,Spanish,Basic,Monthly,2,32.72716230997817,70.249742893429,1,48.644707705730596,2,4,45,2,0,4,0,0,1,-20.893323125650543
OTT_1603,North America,US,Hindi,Basic,Monthly,2,32.67458100750838,15.684264957309878,1,49.55084313382432,1,4,4,0,0,5,0,0,1,33.074423239468615
OTT_1604,Europe,US,German,Basic,Monthly,1,20.61780312806908,120.6339284944032,0,52.31483956246213,4,2,13,1,1,4,0,0,0,46.872333079124445
OTT_1605,Europe,UK,Spanish,Basic,Annual,2,7.610860620316109,59.11245349369799,1,40.37480488520933,0,3,4,0,1,5,0,0,1,-25.473114483367826
OTT_1606,North America,UK,English,Standard,Monthly,5,49.17132031134026,68.560988304309,0,79.84067930381153,1,5,31,0,2,4,0,1,1,84.69713998024147
OTT_1607,Europe,IN,English,Standard,Monthly,4,15.356230690863045,101.8162392858037,0,85.87446225177582,3,4,26,0,1,4,0,1,0,75.80510454080135
OTT_1608,South Asia,UK,Hindi,Standard,Annual,1,8.134674287548647,72.79349307448523,1,82.4876247410438,4,4,48,0,1,4,0,0,1,28.825715424245217
OTT_1609,LATAM,UK,Hindi,Standard,Monthly,3,10.22847247887999,25.90193562068408,0,70.82855723633254,2,4,49,0,0,4,0,0,0,117.18569012343588
OTT_1610,LATAM,BR,Hindi,Standard,Monthly,2,4.399879243964618,30.27789915935139,0,52.980082051118785,0,1,56,0,3,2,0,0,0,61.90051954309648
OTT_1611,LATAM,US,German,Basic,Annual,2,16.90193038653784,24.27040244253346,0,92.62873945958754,1,3,33,0,0,4,0,1,1,7.414734206923452
OTT_1612,South Asia,IN,Hindi,Basic,Monthly,1,6.6132317178123685,16.694366887111016,0,60.00485306789973,3,1,53,0,1,4,0,0,1,7.534076161204405
OTT_1613,South Asia,UK,Spanish,Basic,Monthly,3,78.80664363506953,92.66542399391929,0,98.04768665790417,2,5,7,1,0,4,0,1,1,-26.444559015388307
OTT_1614,Europe,BR,Spanish,Premium,Monthly,5,45.13331351230822,28.23728481388723,0,78.19469372251069,1,5,23,0,1,2,0,0,1,162.38560396452252
OTT_1615,Europe,IN,Hindi,Premium,Monthly,1,4.019967782454,35.95349196476707,0,52.09500323512707,2,2,35,0,2,4,0,0,1,129.2112359707
OTT_1616,Europe,US,Hindi,Premium,Monthly,5,7.233210696257801,57.66525645729366,0,51.060709699023036,2,5,47,2,1,1,0,1,0,141.57885797848144
OTT_1617,LATAM,DE,English,Basic,Monthly,3,4.921697114067713,17.62317689349665,0,75.04448332093182,1,4,20,0,1,4,0,0,1,29.71990269502588
OTT_1618,South Asia,UK,German,Basic,Monthly,3,34.82442437919728,105.18328347413495,0,51.83192159910988,3,3,58,0,3,2,0,1,1,-21.291022731241085
OTT_1619,Europe,IN,Hindi,Basic,Annual,3,27.102694819545608,6.9956562083798595,0,67.10046764415347,4,5,14,1,1,5,0,1,1,19.9065055085778
OTT_1620,North America,IN,English,Premium,Monthly,2,15.00554265499957,29.28333840782034,0,49.324624938694924,1,4,40,0,0,3,1,0,1,173.58029105807833
OTT_1621,South Asia,US,German,Premium,Monthly,1,11.731718300153473,48.77135163658492,1,88.20420945363875,3,5,43,0,2,3,0,0,1,149.00339795634278
OTT_1622,South Asia,BR,Spanish,Standard,Monthly,1,35.854574248118,67.43549925897561,0,75.19526933083878,2,1,55,0,1,4,0,0,0,63.349126637298966
OTT_1623,Europe,BR,Spanish,Standard,Monthly,1,9.677856296567917,88.04266518301108,1,44.253524375888915,0,1,16,1,0,5,0,0,1,64.884780909701
OTT_1624,LATAM,IN,Hindi,Basic,Monthly,4,16.241654940326193,65.50837286902922,0,68.21828357944815,4,4,25,0,3,2,0,0,0,-8.66420172390805
OTT_1625,North America,IN,Spanish,Basic,Monthly,4,35.0977418877996,205.0704068858914,0,64.50507045298417,1,3,22,1,1,3,1,0,1,-13.245252944190447
OTT_1626,North America,US,Hindi,Basic,Annual,1,28.30565272650147,136.70992524313348,0,96.38090790610069,4,4,42,0,1,3,1,1,1,18.32540863058631
OTT_1627,South Asia,IN,German,Premium,Monthly,1,65.32281849328825,58.79001181780661,0,94.60512149168055,3,4,46,0,2,4,1,1,1,112.82533564023589
OTT_1628,Europe,DE,Hindi,Standard,Annual,3,35.3941215079819,35.443691011642514,0,61.69150599361141,1,4,8,0,2,3,0,1,1,56.71456774006803
OTT_1629,North America,UK,Spanish,Premium,Monthly,4,7.71069845335499,96.97567582557006,0,92.44209670896086,1,4,30,0,0,2,0,1,1,137.80978706427814
OTT_1630,North America,BR,English,Basic,Annual,2,41.476083038550314,57.095742287587015,1,50.302827298044505,1,2,50,0,4,4,1,0,1,-4.4450784020006395
OTT_1631,North America,US,German,Standard,Monthly,2,16.298551764933052,52.38953903671513,0,69.40030860274146,4,1,27,1,2,4,0,0,1,72.2037184235579
OTT_1632,Europe,BR,Spanish,Premium,Monthly,3,22.128278935235798,36.18886032954224,0,69.90592989244851,2,3,21,0,3,4,0,1,0,106.99963628069631
OTT_1633,South Asia,UK,Hindi,Standard,Monthly,1,18.390727175844766,34.98544759799296,1,56.37950724255864,1,3,3,0,2,4,0,0,1,132.29276295284853
OTT_1634,Europe,UK,German,Basic,Annual,2,15.308777974828546,71.6460298964175,0,88.97909199246598,3,5,46,0,3,1,0,0,0,29.61022267634599
OTT_1635,South Asia,IN,Hindi,Basic,Monthly,3,17.686601661941676,35.36028046106421,0,88.45054204555682,4,5,26,0,1,1,0,0,0,35.7660404208782
OTT_1636,Europe,DE,Spanish,Basic,Monthly,4,10.850527059005776,19.124981980249654,0,59.97338544134547,0,5,36,0,1,5,0,0,1,95.06962031977423
OTT_1637,South Asia,UK,Spanish,Premium,Annual,1,12.792921681444334,35.67782627075346,0,68.40347227349359,2,1,5,1,0,3,0,0,1,113.22668172347653
OTT_1638,Europe,BR,Spanish,Basic,Monthly,1,18.4383506450987,66.61515013756903,0,53.622062996178315,5,5,26,0,0,2,0,0,1,29.746035497545094
OTT_1639,LATAM,US,Spanish,Basic,Annual,5,17.0863873848589,48.29779026706892,1,93.45573386982349,4,3,45,1,0,5,0,0,1,25.551999665612716
OTT_1640,LATAM,BR,Spanish,Premium,Annual,3,15.048920350633814,25.46420610459992,0,63.16575215106659,2,2,9,0,1,5,1,0,0,195.45188186036515
